rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_at_checkout,delay_of_previous_client_in_minutes,previous_client_late,delay_of_rental_start_in_minutes,client_rental_start_impacted
537063,306601,mobile,ended,44.0,557027.0,420.0,checkout delayed,,no,,no
537161,376760,connect,ended,-52.0,539557.0,90.0,checkout not delayed,21.0,yes,-69.0,no
534414,349861,mobile,ended,-130.0,539791.0,690.0,checkout not delayed,670.0,yes,-20.0,no
533591,377172,mobile,ended,33.0,540059.0,180.0,checkout delayed,1.0,yes,-179.0,no
536697,316042,mobile,ended,-4.0,566005.0,0.0,checkout not delayed,354.0,yes,354.0,yes
537210,401673,mobile,canceled,,537250.0,60.0,checkout not delayed,-663.0,no,-723.0,no
538252,280227,connect,ended,-12.0,551501.0,660.0,checkout not delayed,-476.0,no,-1136.0,no
538716,356673,mobile,ended,90.0,529144.0,0.0,checkout delayed,-5.0,no,-5.0,no
538844,365926,connect,ended,-136.0,537243.0,300.0,checkout not delayed,242.0,yes,-58.0,no
538994,324821,connect,ended,-66.0,529626.0,600.0,checkout not delayed,66.0,yes,-534.0,no
541046,357005,mobile,ended,226.0,565872.0,420.0,checkout delayed,62.0,yes,-358.0,no
541155,336886,mobile,ended,39.0,533474.0,30.0,checkout delayed,-12.0,no,-42.0,no
566177,374741,connect,ended,-49.0,564143.0,690.0,checkout not delayed,-122.0,no,-812.0,no
566395,414230,mobile,ended,24.0,562156.0,0.0,checkout delayed,249.0,yes,249.0,yes
566944,327575,mobile,ended,-174.0,553521.0,540.0,checkout not delayed,53.0,yes,-487.0,no
566973,349894,connect,ended,-592.0,563509.0,60.0,checkout not delayed,-432.0,no,-492.0,no
540121,401077,mobile,ended,-29.0,534332.0,30.0,checkout not delayed,44.0,yes,14.0,yes
540127,296967,connect,ended,7.0,519682.0,720.0,checkout delayed,-223.0,no,-943.0,no
540239,409690,mobile,canceled,,539958.0,390.0,checkout not delayed,299.0,yes,-91.0,no
541897,321801,mobile,ended,3.0,539969.0,150.0,checkout delayed,-37.0,no,-187.0,no
543736,241021,connect,ended,-361.0,540311.0,30.0,checkout not delayed,48.0,yes,18.0,yes
568143,300781,mobile,ended,126.0,563657.0,0.0,checkout delayed,-492.0,no,-492.0,no
568526,305307,mobile,ended,30.0,554547.0,120.0,checkout delayed,70.0,yes,-50.0,no
571394,405433,mobile,ended,107.0,561213.0,300.0,checkout delayed,124.0,yes,-176.0,no
571591,415629,mobile,ended,-5.0,565345.0,90.0,checkout not delayed,-54.0,no,-144.0,no
573622,390479,mobile,ended,5.0,570957.0,120.0,checkout delayed,7.0,yes,-113.0,no
535647,317572,connect,ended,-89.0,533793.0,0.0,checkout not delayed,-17.0,no,-17.0,no
535935,367535,mobile,ended,72.0,546067.0,270.0,checkout delayed,33.0,yes,-237.0,no
537666,377509,mobile,ended,-65.0,538177.0,240.0,checkout not delayed,50.0,yes,-190.0,no
538178,392368,connect,ended,1064.0,557772.0,720.0,checkout delayed,-61.0,no,-781.0,no
539758,397599,mobile,ended,138.0,540797.0,0.0,checkout delayed,12.0,yes,12.0,yes
540562,230201,connect,ended,-594.0,539340.0,180.0,checkout not delayed,-18.0,no,-198.0,no
536203,409088,mobile,canceled,,541455.0,60.0,checkout not delayed,-172.0,no,-232.0,no
537029,338584,connect,ended,-43.0,542364.0,0.0,checkout not delayed,-38.0,no,-38.0,no
538756,359641,mobile,ended,-73.0,534964.0,720.0,checkout not delayed,-3.0,no,-723.0,no
541079,356106,connect,ended,-24.0,531984.0,120.0,checkout not delayed,-605.0,no,-725.0,no
542962,337219,connect,ended,18.0,537400.0,240.0,checkout delayed,1.0,yes,-239.0,no
543343,248300,connect,ended,140.0,564185.0,450.0,checkout delayed,13.0,yes,-437.0,no
559899,375621,connect,canceled,,558588.0,660.0,checkout not delayed,41.0,yes,-619.0,no
560485,216576,connect,ended,-52.0,567020.0,0.0,checkout not delayed,-470.0,no,-470.0,no
562582,409345,mobile,ended,-31.0,563062.0,30.0,checkout not delayed,4.0,yes,-26.0,no
564075,401387,mobile,canceled,,552061.0,60.0,checkout not delayed,240.0,yes,180.0,yes
564869,365926,connect,ended,41.0,565321.0,180.0,checkout delayed,-30.0,no,-210.0,no
565646,377127,mobile,ended,45.0,563229.0,240.0,checkout delayed,-41.0,no,-281.0,no
542207,368432,mobile,canceled,,556043.0,0.0,checkout not delayed,2.0,yes,2.0,yes
542224,327336,mobile,canceled,,538452.0,0.0,checkout not delayed,64.0,yes,64.0,yes
542891,325328,connect,ended,-163.0,549523.0,630.0,checkout not delayed,121.0,yes,-509.0,no
543125,316042,mobile,ended,3.0,542232.0,720.0,checkout delayed,-226.0,no,-946.0,no
543525,386259,connect,ended,11.0,541605.0,0.0,checkout delayed,1.0,yes,1.0,yes
544201,301228,mobile,ended,-6.0,542164.0,540.0,checkout not delayed,-25.0,no,-565.0,no
544327,317819,mobile,ended,22.0,523988.0,420.0,checkout delayed,86.0,yes,-334.0,no
544402,366164,connect,ended,-18.0,554118.0,720.0,checkout not delayed,113.0,yes,-607.0,no
544611,398802,mobile,ended,349.0,553900.0,690.0,checkout delayed,8.0,yes,-682.0,no
544791,402562,connect,ended,85.0,554505.0,60.0,checkout delayed,-47.0,no,-107.0,no
547640,392718,mobile,ended,,557889.0,720.0,checkout not delayed,-54.0,no,-774.0,no
506546,351168,mobile,ended,,516147.0,480.0,checkout not delayed,,no,,no
567623,391519,connect,ended,96.0,562244.0,720.0,checkout delayed,,no,,no
567765,349655,mobile,ended,165.0,561557.0,0.0,checkout delayed,4.0,yes,4.0,yes
568652,395204,connect,ended,142.0,563518.0,720.0,checkout delayed,-13.0,no,-733.0,no
568822,386259,connect,ended,-42.0,567288.0,0.0,checkout not delayed,-86.0,no,-86.0,no
569319,415157,mobile,ended,-53.0,563557.0,30.0,checkout not delayed,3.0,yes,-27.0,no
570035,412698,mobile,ended,-67.0,557146.0,60.0,checkout not delayed,-8.0,no,-68.0,no
571779,385073,mobile,ended,40.0,565610.0,690.0,checkout delayed,-18.0,no,-708.0,no
529571,388795,mobile,ended,-1707.0,546969.0,120.0,checkout not delayed,104.0,yes,-16.0,no
574019,374486,mobile,ended,42.0,565728.0,240.0,checkout delayed,50.0,yes,-190.0,no
575497,356190,mobile,ended,702.0,574596.0,30.0,checkout delayed,10.0,yes,-20.0,no
575539,294883,mobile,ended,85.0,572492.0,0.0,checkout delayed,9.0,yes,9.0,yes
513740,338940,mobile,ended,83.0,565837.0,0.0,checkout delayed,-61.0,no,-61.0,no
517377,401740,mobile,ended,,528723.0,60.0,checkout not delayed,404.0,yes,344.0,yes
519027,298516,connect,ended,-39.0,549626.0,390.0,checkout not delayed,115.0,yes,-275.0,no
534020,384040,connect,canceled,,550585.0,0.0,checkout not delayed,42.0,yes,42.0,yes
527015,243721,mobile,canceled,,534917.0,120.0,checkout not delayed,131.0,yes,11.0,yes
528111,375944,connect,ended,-29.0,534342.0,300.0,checkout not delayed,-71.0,no,-371.0,no
534012,404774,mobile,ended,32.0,545232.0,300.0,checkout delayed,63.0,yes,-237.0,no
537879,392683,connect,ended,-142.0,550313.0,0.0,checkout not delayed,-26.0,no,-26.0,no
538120,392368,connect,ended,-103.0,535637.0,120.0,checkout not delayed,21.0,yes,-99.0,no
538359,343808,connect,ended,38.0,537176.0,60.0,checkout delayed,-50.0,no,-110.0,no
539009,392327,mobile,ended,274.0,521664.0,600.0,checkout delayed,-35.0,no,-635.0,no
540003,409113,mobile,ended,7.0,540751.0,180.0,checkout delayed,204.0,yes,24.0,yes
572285,241021,connect,ended,-101.0,571991.0,30.0,checkout not delayed,-14.0,no,-44.0,no
574537,369648,connect,ended,-389.0,571606.0,120.0,checkout not delayed,-600.0,no,-720.0,no
545757,388438,mobile,ended,-115.0,546278.0,0.0,checkout not delayed,-54.0,no,-54.0,no
547006,296815,connect,ended,,545330.0,60.0,checkout not delayed,-37.0,no,-97.0,no
547748,367164,mobile,ended,-347.0,523230.0,600.0,checkout not delayed,83.0,yes,-517.0,no
544389,385629,connect,ended,23.0,517515.0,0.0,checkout delayed,33.0,yes,33.0,yes
541605,386259,connect,ended,1.0,535939.0,660.0,checkout delayed,-151.0,no,-811.0,no
542163,338243,connect,ended,-18.0,534021.0,90.0,checkout not delayed,-57.0,no,-147.0,no
542649,248272,mobile,ended,1382.0,542179.0,90.0,checkout delayed,-376.0,no,-466.0,no
543224,298429,connect,canceled,,540453.0,690.0,checkout not delayed,39.0,yes,-651.0,no
544126,402194,mobile,ended,-29.0,514673.0,570.0,checkout not delayed,-52.0,no,-622.0,no
544994,333107,mobile,ended,45.0,540939.0,180.0,checkout delayed,-17.0,no,-197.0,no
545099,389599,mobile,ended,56.0,539042.0,0.0,checkout delayed,1500.0,yes,1500.0,yes
545590,334190,connect,canceled,,538875.0,120.0,checkout not delayed,-875.0,no,-995.0,no
528949,383144,connect,canceled,,540254.0,600.0,checkout not delayed,75.0,yes,-525.0,no
529225,364411,mobile,ended,88.0,547571.0,180.0,checkout delayed,155.0,yes,-25.0,no
533802,373893,connect,ended,-286.0,558560.0,0.0,checkout not delayed,-775.0,no,-775.0,no
538615,403884,mobile,ended,27.0,540902.0,0.0,checkout delayed,-190.0,no,-190.0,no
544271,335605,mobile,ended,40.0,534944.0,60.0,checkout delayed,-2.0,no,-62.0,no
544692,405622,mobile,ended,39.0,522854.0,120.0,checkout delayed,58.0,yes,-62.0,no
544748,212965,connect,canceled,,545863.0,150.0,checkout not delayed,-1095.0,no,-1245.0,no
545045,377312,mobile,ended,22.0,563963.0,630.0,checkout delayed,84.0,yes,-546.0,no
546031,318867,mobile,ended,18.0,530797.0,270.0,checkout delayed,28.0,yes,-242.0,no
548763,334924,mobile,ended,66.0,534311.0,180.0,checkout delayed,320.0,yes,140.0,yes
548903,360981,mobile,ended,221.0,549631.0,30.0,checkout delayed,-83.0,no,-113.0,no
550033,285452,connect,ended,31.0,545931.0,0.0,checkout delayed,-71.0,no,-71.0,no
551121,352393,connect,ended,39.0,548333.0,480.0,checkout delayed,,no,,no
551337,314456,connect,ended,-37.0,556481.0,480.0,checkout not delayed,,no,,no
546727,401262,mobile,ended,39.0,544217.0,90.0,checkout delayed,53.0,yes,-37.0,no
547095,339540,mobile,ended,119.0,535528.0,60.0,checkout delayed,39.0,yes,-21.0,no
547493,346697,mobile,ended,78.0,557319.0,690.0,checkout delayed,,no,,no
549509,368432,mobile,canceled,,567818.0,630.0,checkout not delayed,-986.0,no,-1616.0,no
549796,371572,connect,ended,-96.0,543535.0,60.0,checkout not delayed,-312.0,no,-372.0,no
506452,393172,connect,ended,-93.0,555818.0,30.0,checkout not delayed,17.0,yes,-13.0,no
514488,179304,mobile,ended,124.0,557954.0,0.0,checkout delayed,25.0,yes,25.0,yes
528560,377119,connect,ended,-369.0,539582.0,120.0,checkout not delayed,98.0,yes,-22.0,no
530110,216148,connect,ended,-211.0,541841.0,60.0,checkout not delayed,40.0,yes,-20.0,no
549023,365926,connect,canceled,,550970.0,0.0,checkout not delayed,596.0,yes,596.0,yes
550529,362531,connect,ended,-26.0,544688.0,660.0,checkout not delayed,334.0,yes,-326.0,no
543210,402562,connect,ended,-107.0,538013.0,0.0,checkout not delayed,-37.0,no,-37.0,no
543792,274598,mobile,ended,-199.0,536619.0,120.0,checkout not delayed,6.0,yes,-114.0,no
544225,230201,connect,ended,-122.0,540562.0,30.0,checkout not delayed,-594.0,no,-624.0,no
544945,340442,mobile,ended,48.0,538975.0,120.0,checkout delayed,-67.0,no,-187.0,no
536387,310661,mobile,ended,5.0,539166.0,720.0,checkout delayed,-184.0,no,-904.0,no
536765,347781,mobile,ended,-26.0,536981.0,600.0,checkout not delayed,5.0,yes,-595.0,no
538116,289901,connect,ended,-92.0,532257.0,660.0,checkout not delayed,-157.0,no,-817.0,no
538721,288611,mobile,ended,17.0,534242.0,60.0,checkout delayed,12.0,yes,-48.0,no
552211,384040,connect,ended,-358.0,539551.0,0.0,checkout not delayed,-1.0,no,-1.0,no
552741,407026,mobile,ended,,551060.0,630.0,checkout not delayed,,no,,no
507521,321752,connect,ended,54.0,547204.0,420.0,checkout delayed,7.0,yes,-413.0,no
526426,370907,mobile,ended,42.0,547543.0,0.0,checkout delayed,-16.0,no,-16.0,no
535781,319373,connect,ended,-7.0,552184.0,90.0,checkout not delayed,-7.0,no,-97.0,no
516252,284459,connect,ended,-42.0,535364.0,510.0,checkout not delayed,7.0,yes,-503.0,no
517818,377172,mobile,ended,-49.0,551053.0,30.0,checkout not delayed,19.0,yes,-11.0,no
518985,380833,mobile,ended,19.0,535338.0,240.0,checkout delayed,-16.0,no,-256.0,no
529942,385128,mobile,ended,0.0,520000.0,120.0,checkout not delayed,29.0,yes,-91.0,no
532779,349678,connect,ended,-80.0,538006.0,30.0,checkout not delayed,4.0,yes,-26.0,no
539164,364464,connect,canceled,,537569.0,600.0,checkout not delayed,,no,,no
539186,402083,connect,ended,-4.0,532634.0,510.0,checkout not delayed,-275.0,no,-785.0,no
535239,164960,connect,ended,81.0,538412.0,360.0,checkout delayed,-17.0,no,-377.0,no
537793,357875,mobile,ended,267.0,542111.0,0.0,checkout delayed,-14.0,no,-14.0,no
538248,224967,mobile,ended,54.0,529692.0,0.0,checkout delayed,16.0,yes,16.0,yes
538941,385178,connect,ended,241.0,540804.0,120.0,checkout delayed,34.0,yes,-86.0,no
539018,347847,mobile,canceled,,542866.0,720.0,checkout not delayed,-152.0,no,-872.0,no
548556,375553,mobile,ended,-216.0,561402.0,60.0,checkout not delayed,-8.0,no,-68.0,no
548792,361564,mobile,ended,9.0,548637.0,60.0,checkout delayed,-175.0,no,-235.0,no
549613,311707,connect,ended,-33.0,543933.0,0.0,checkout not delayed,-32.0,no,-32.0,no
553518,317639,mobile,ended,-10.0,561611.0,120.0,checkout not delayed,39.0,yes,-81.0,no
553735,359049,connect,ended,33.0,550645.0,390.0,checkout delayed,249.0,yes,-141.0,no
549537,412219,mobile,ended,67.0,549114.0,540.0,checkout delayed,-12.0,no,-552.0,no
550036,396532,mobile,ended,2943.0,546881.0,0.0,checkout delayed,12.0,yes,12.0,yes
551485,388895,mobile,ended,196.0,551404.0,120.0,checkout delayed,48.0,yes,-72.0,no
551631,293523,mobile,ended,28.0,547485.0,0.0,checkout delayed,18.0,yes,18.0,yes
553385,358772,connect,ended,-71.0,543328.0,120.0,checkout not delayed,-9.0,no,-129.0,no
553825,335276,connect,ended,-18.0,552800.0,150.0,checkout not delayed,-74.0,no,-224.0,no
554330,392882,mobile,ended,142.0,543626.0,570.0,checkout delayed,-148.0,no,-718.0,no
554470,392718,mobile,ended,-15.0,547640.0,60.0,checkout not delayed,,no,,no
554673,383344,connect,ended,-9.0,553891.0,180.0,checkout not delayed,-27.0,no,-207.0,no
554926,412226,mobile,ended,-11.0,560213.0,420.0,checkout not delayed,,no,,no
555280,357875,mobile,ended,1357.0,547287.0,360.0,checkout delayed,-84.0,no,-444.0,no
545797,371387,mobile,ended,1606.0,546641.0,60.0,checkout delayed,-1005.0,no,-1065.0,no
546516,248889,connect,ended,-282.0,548781.0,0.0,checkout not delayed,-118.0,no,-118.0,no
548293,405481,mobile,ended,80.0,532574.0,240.0,checkout delayed,-11.0,no,-251.0,no
548465,369230,mobile,ended,-197.0,534486.0,690.0,checkout not delayed,-99.0,no,-789.0,no
548906,312157,mobile,ended,-2.0,555893.0,690.0,checkout not delayed,-49.0,no,-739.0,no
541602,383110,connect,ended,-36.0,539987.0,720.0,checkout not delayed,76.0,yes,-644.0,no
541861,406413,mobile,ended,-46.0,540030.0,120.0,checkout not delayed,59.0,yes,-61.0,no
542701,409005,mobile,ended,-12.0,541529.0,60.0,checkout not delayed,17.0,yes,-43.0,no
543335,398876,mobile,ended,153.0,557295.0,540.0,checkout delayed,29.0,yes,-511.0,no
544799,394928,connect,ended,-59.0,531562.0,210.0,checkout not delayed,-129.0,no,-339.0,no
544864,357860,connect,ended,-52.0,540016.0,450.0,checkout not delayed,16.0,yes,-434.0,no
545132,379539,mobile,canceled,,527161.0,90.0,checkout not delayed,,no,,no
545560,258737,mobile,ended,59.0,542993.0,0.0,checkout delayed,39.0,yes,39.0,yes
545760,383804,connect,ended,-25.0,552820.0,180.0,checkout not delayed,-4.0,no,-184.0,no
545948,383344,connect,ended,83.0,519135.0,90.0,checkout delayed,69.0,yes,-21.0,no
551368,359045,connect,ended,31.0,551957.0,30.0,checkout delayed,3.0,yes,-27.0,no
551369,304392,connect,ended,-174.0,551492.0,630.0,checkout not delayed,-17.0,no,-647.0,no
551784,409345,mobile,ended,-17.0,557381.0,60.0,checkout not delayed,14.0,yes,-46.0,no
552111,313955,mobile,ended,-94.0,544602.0,300.0,checkout not delayed,42.0,yes,-258.0,no
552169,412539,mobile,ended,-262.0,551183.0,270.0,checkout not delayed,19.0,yes,-251.0,no
540408,373893,connect,ended,14.0,537659.0,450.0,checkout delayed,-4.0,no,-454.0,no
540782,401387,mobile,ended,-60.0,521343.0,540.0,checkout not delayed,86.0,yes,-454.0,no
541816,347464,connect,ended,-55.0,509094.0,720.0,checkout not delayed,-26.0,no,-746.0,no
542034,280406,mobile,canceled,,540818.0,600.0,checkout not delayed,52.0,yes,-548.0,no
535910,330289,mobile,canceled,,535048.0,360.0,checkout not delayed,,no,,no
535520,374169,connect,canceled,,564202.0,600.0,checkout not delayed,,no,,no
555973,399912,connect,ended,,553160.0,30.0,checkout not delayed,-67.0,no,-97.0,no
556619,214635,connect,ended,2.0,540747.0,240.0,checkout delayed,-972.0,no,-1212.0,no
556705,351660,connect,ended,69.0,558817.0,720.0,checkout delayed,-72.0,no,-792.0,no
557536,407411,mobile,ended,8.0,555201.0,30.0,checkout delayed,-26.0,no,-56.0,no
557540,375047,connect,ended,-69.0,552358.0,630.0,checkout not delayed,-7.0,no,-637.0,no
557461,194343,connect,ended,-29.0,505628.0,90.0,checkout not delayed,-60.0,no,-150.0,no
551363,403265,mobile,ended,,549825.0,690.0,checkout not delayed,-18.0,no,-708.0,no
551617,349894,connect,ended,-29.0,549019.0,270.0,checkout not delayed,32.0,yes,-238.0,no
536952,241021,connect,ended,-39.0,542244.0,720.0,checkout not delayed,80.0,yes,-640.0,no
537578,280805,connect,canceled,,534344.0,720.0,checkout not delayed,18.0,yes,-702.0,no
536587,404906,mobile,canceled,,539334.0,660.0,checkout not delayed,-55.0,no,-715.0,no
536887,350149,mobile,ended,-47.0,542853.0,30.0,checkout not delayed,-78.0,no,-108.0,no
537126,359049,connect,ended,-156.0,539408.0,720.0,checkout not delayed,-6.0,no,-726.0,no
539640,368432,mobile,ended,-12.0,535981.0,0.0,checkout not delayed,2.0,yes,2.0,yes
540078,351660,connect,ended,20.0,541498.0,240.0,checkout delayed,3.0,yes,-237.0,no
541514,383309,mobile,canceled,,546477.0,30.0,checkout not delayed,16.0,yes,-14.0,no
541565,228359,connect,ended,-10.0,535991.0,60.0,checkout not delayed,-225.0,no,-285.0,no
541898,358978,connect,ended,-45.0,542766.0,540.0,checkout not delayed,-8.0,no,-548.0,no
542274,368404,mobile,ended,16.0,523506.0,720.0,checkout delayed,5.0,yes,-715.0,no
542826,290600,connect,ended,-14.0,542197.0,0.0,checkout not delayed,-12.0,no,-12.0,no
549176,390481,mobile,ended,10.0,537874.0,330.0,checkout delayed,-31.0,no,-361.0,no
549636,336426,mobile,ended,1645.0,549493.0,0.0,checkout delayed,283.0,yes,283.0,yes
549845,224728,mobile,ended,28.0,551198.0,30.0,checkout delayed,48.0,yes,18.0,yes
550306,353425,connect,ended,-58.0,555658.0,720.0,checkout not delayed,-89.0,no,-809.0,no
551255,383997,mobile,ended,34.0,525663.0,720.0,checkout delayed,59.0,yes,-661.0,no
551933,391325,mobile,ended,-121.0,543706.0,60.0,checkout not delayed,,no,,no
552649,384479,mobile,ended,47.0,546050.0,180.0,checkout delayed,-778.0,no,-958.0,no
553030,374626,mobile,ended,-82.0,548963.0,630.0,checkout not delayed,48.0,yes,-582.0,no
553531,376901,connect,ended,-74.0,565868.0,30.0,checkout not delayed,-19.0,no,-49.0,no
541634,214635,connect,canceled,,540747.0,420.0,checkout not delayed,-972.0,no,-1392.0,no
543138,391379,connect,ended,318.0,538099.0,60.0,checkout delayed,65.0,yes,5.0,yes
551825,376901,mobile,ended,-31.0,543606.0,60.0,checkout not delayed,18.0,yes,-42.0,no
551955,351168,mobile,ended,,538688.0,120.0,checkout not delayed,69.0,yes,-51.0,no
554279,301181,mobile,ended,572.0,553087.0,60.0,checkout delayed,-87.0,no,-147.0,no
554448,300505,connect,ended,38.0,555637.0,30.0,checkout delayed,-1.0,no,-31.0,no
554534,407389,mobile,ended,42.0,553108.0,600.0,checkout delayed,11.0,yes,-589.0,no
543560,394875,mobile,ended,2322.0,540428.0,0.0,checkout delayed,6.0,yes,6.0,yes
543480,192575,connect,ended,120.0,532216.0,180.0,checkout delayed,1.0,yes,-179.0,no
552987,400689,mobile,ended,7.0,559416.0,0.0,checkout delayed,7.0,yes,7.0,yes
553940,390068,connect,ended,-3.0,556203.0,180.0,checkout not delayed,169.0,yes,-11.0,no
554066,410571,mobile,ended,-320.0,548898.0,120.0,checkout not delayed,47.0,yes,-73.0,no
554078,382821,connect,ended,-15.0,552892.0,420.0,checkout not delayed,-48.0,no,-468.0,no
554897,412989,mobile,ended,,563395.0,240.0,checkout not delayed,,no,,no
556882,380479,mobile,canceled,,558724.0,0.0,checkout not delayed,13.0,yes,13.0,yes
557062,374298,connect,ended,58.0,556079.0,240.0,checkout delayed,-1019.0,no,-1259.0,no
557956,296227,mobile,ended,220.0,553198.0,30.0,checkout delayed,252.0,yes,222.0,yes
544607,402562,connect,ended,58.0,548088.0,0.0,checkout delayed,-111.0,no,-111.0,no
544614,379889,mobile,ended,131.0,526468.0,150.0,checkout delayed,-37.0,no,-187.0,no
544946,393126,mobile,ended,584.0,540436.0,90.0,checkout delayed,119.0,yes,29.0,yes
545012,200366,mobile,ended,228.0,534183.0,240.0,checkout delayed,21.0,yes,-219.0,no
545483,406927,mobile,ended,4.0,538253.0,120.0,checkout delayed,11.0,yes,-109.0,no
515799,392368,connect,ended,-151.0,538120.0,510.0,checkout not delayed,-103.0,no,-613.0,no
522771,358772,connect,ended,-43.0,557012.0,60.0,checkout not delayed,-29.0,no,-89.0,no
523194,216576,connect,ended,-163.0,548778.0,120.0,checkout not delayed,-1.0,no,-121.0,no
534119,392656,mobile,canceled,,554740.0,0.0,checkout not delayed,,no,,no
535771,336754,mobile,ended,140.0,538215.0,0.0,checkout delayed,-26.0,no,-26.0,no
538722,176670,connect,ended,-121.0,538870.0,30.0,checkout not delayed,-30.0,no,-60.0,no
539109,313432,mobile,ended,58.0,532031.0,60.0,checkout delayed,62.0,yes,2.0,yes
535887,351393,connect,ended,90.0,541454.0,720.0,checkout delayed,254.0,yes,-466.0,no
538748,243721,mobile,ended,11.0,534917.0,120.0,checkout delayed,131.0,yes,11.0,yes
538773,241021,connect,ended,55.0,540159.0,0.0,checkout delayed,-204.0,no,-204.0,no
539506,390656,connect,ended,11.0,513950.0,0.0,checkout delayed,-2.0,no,-2.0,no
540132,397838,mobile,ended,-15.0,526192.0,720.0,checkout not delayed,10.0,yes,-710.0,no
540293,348462,mobile,ended,13.0,511557.0,360.0,checkout delayed,-4.0,no,-364.0,no
542067,406161,mobile,canceled,,556375.0,480.0,checkout not delayed,9.0,yes,-471.0,no
542755,334190,connect,ended,60.0,534169.0,0.0,checkout delayed,25.0,yes,25.0,yes
542977,364530,mobile,ended,-41.0,540811.0,0.0,checkout not delayed,-30.0,no,-30.0,no
543054,388895,mobile,ended,137.0,545117.0,600.0,checkout delayed,-118.0,no,-718.0,no
559859,310049,mobile,ended,7.0,554407.0,120.0,checkout delayed,76.0,yes,-44.0,no
560146,275364,connect,canceled,,553244.0,90.0,checkout not delayed,-880.0,no,-970.0,no
560686,370907,mobile,ended,,526426.0,600.0,checkout not delayed,42.0,yes,-558.0,no
561761,364907,connect,ended,-78.0,560285.0,720.0,checkout not delayed,-169.0,no,-889.0,no
559709,379889,mobile,ended,-2.0,554879.0,90.0,checkout not delayed,14.0,yes,-76.0,no
560278,362187,connect,ended,-151.0,559898.0,690.0,checkout not delayed,-8.0,no,-698.0,no
560319,390467,connect,ended,-61.0,554129.0,720.0,checkout not delayed,1.0,yes,-719.0,no
560568,390702,connect,ended,-106.0,549612.0,720.0,checkout not delayed,2.0,yes,-718.0,no
560606,402562,connect,ended,,544791.0,630.0,checkout not delayed,85.0,yes,-545.0,no
560790,173061,connect,ended,,559663.0,90.0,checkout not delayed,-21.0,no,-111.0,no
555434,385378,mobile,ended,1634.0,553002.0,210.0,checkout delayed,9.0,yes,-201.0,no
555762,181625,connect,ended,39.0,564963.0,540.0,checkout delayed,180.0,yes,-360.0,no
557838,383804,connect,ended,117.0,545760.0,60.0,checkout delayed,-25.0,no,-85.0,no
558833,192643,mobile,ended,,558823.0,0.0,checkout not delayed,,no,,no
559702,400709,mobile,ended,,557217.0,300.0,checkout not delayed,,no,,no
559759,410052,mobile,ended,-56.0,556710.0,600.0,checkout not delayed,70.0,yes,-530.0,no
560031,297105,connect,ended,434.0,558934.0,720.0,checkout delayed,-102.0,no,-822.0,no
560896,391379,connect,ended,-37.0,559579.0,150.0,checkout not delayed,8.0,yes,-142.0,no
560926,383344,connect,canceled,,560740.0,450.0,checkout not delayed,17.0,yes,-433.0,no
561664,403240,connect,ended,-232.0,561032.0,630.0,checkout not delayed,-1.0,no,-631.0,no
543807,340616,connect,canceled,,543796.0,510.0,checkout not delayed,17.0,yes,-493.0,no
543910,314456,connect,ended,56.0,542971.0,0.0,checkout delayed,-26.0,no,-26.0,no
550027,384983,mobile,ended,21.0,538603.0,420.0,checkout delayed,169.0,yes,-251.0,no
550185,386259,connect,ended,15.0,547975.0,180.0,checkout delayed,27.0,yes,-153.0,no
550407,341861,connect,ended,-37.0,551209.0,120.0,checkout not delayed,-15.0,no,-135.0,no
550411,323762,mobile,ended,17.0,549767.0,600.0,checkout delayed,-222.0,no,-822.0,no
550833,409598,mobile,canceled,,548670.0,720.0,checkout not delayed,,no,,no
551674,255757,connect,canceled,,542843.0,690.0,checkout not delayed,-231.0,no,-921.0,no
552189,321170,mobile,ended,12.0,537078.0,300.0,checkout delayed,22.0,yes,-278.0,no
553402,386413,connect,ended,-37.0,551633.0,600.0,checkout not delayed,58.0,yes,-542.0,no
553409,402654,mobile,ended,,549265.0,570.0,checkout not delayed,,no,,no
544361,400171,mobile,ended,16.0,534370.0,0.0,checkout delayed,-69.0,no,-69.0,no
544753,380478,mobile,ended,810.0,526537.0,0.0,checkout delayed,747.0,yes,747.0,yes
544923,380038,mobile,ended,28.0,536646.0,600.0,checkout delayed,88.0,yes,-512.0,no
543713,355444,connect,ended,-36.0,541691.0,120.0,checkout not delayed,5.0,yes,-115.0,no
543857,343003,mobile,ended,,563709.0,720.0,checkout not delayed,,no,,no
544803,299063,connect,ended,-24.0,563652.0,30.0,checkout not delayed,-22.0,no,-52.0,no
545828,372027,mobile,ended,-60.0,540875.0,0.0,checkout not delayed,-12.0,no,-12.0,no
545899,295349,mobile,ended,,541564.0,480.0,checkout not delayed,,no,,no
558387,399575,connect,ended,81.0,552753.0,0.0,checkout delayed,-43.0,no,-43.0,no
558504,195467,mobile,ended,,554248.0,450.0,checkout not delayed,,no,,no
559282,314456,connect,ended,-106.0,566613.0,60.0,checkout not delayed,10.0,yes,-50.0,no
559396,368604,connect,ended,-29.0,546242.0,90.0,checkout not delayed,2.0,yes,-88.0,no
559476,404041,connect,ended,-71.0,546640.0,720.0,checkout not delayed,-44.0,no,-764.0,no
559800,362498,mobile,ended,75.0,551850.0,150.0,checkout delayed,26.0,yes,-124.0,no
