rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_at_checkout,delay_of_previous_client_in_minutes,previous_client_late,delay_of_rental_start_in_minutes,client_rental_start_impacted
548388,297511,mobile,ended,160.0,546459.0,420.0,checkout delayed,12968.0,yes,12548.0,yes
548718,399575,connect,ended,73.0,558387.0,630.0,checkout delayed,81.0,yes,-549.0,no
549001,394380,mobile,canceled,,545839.0,660.0,checkout not delayed,28.0,yes,-632.0,no
549270,405622,mobile,ended,21.0,549855.0,450.0,checkout delayed,24.0,yes,-426.0,no
550250,403153,mobile,ended,-102.0,547495.0,630.0,checkout not delayed,393.0,yes,-237.0,no
550392,288953,mobile,ended,-23.0,547476.0,150.0,checkout not delayed,2.0,yes,-148.0,no
550830,374298,connect,ended,-200.0,550317.0,90.0,checkout not delayed,11.0,yes,-79.0,no
563362,192643,mobile,ended,,562736.0,270.0,checkout not delayed,,no,,no
563387,366164,connect,ended,-146.0,536892.0,360.0,checkout not delayed,17.0,yes,-343.0,no
563572,264457,mobile,ended,92.0,566229.0,240.0,checkout delayed,242.0,yes,2.0,yes
563721,413181,mobile,ended,2.0,560542.0,150.0,checkout delayed,4.0,yes,-146.0,no
564039,356106,connect,ended,,563781.0,0.0,checkout not delayed,90.0,yes,90.0,yes
564819,394928,connect,ended,-126.0,567186.0,540.0,checkout not delayed,2.0,yes,-538.0,no
566398,241021,connect,ended,-288.0,568399.0,0.0,checkout not delayed,-57.0,no,-57.0,no
567288,386259,connect,ended,-86.0,559685.0,180.0,checkout not delayed,-217.0,no,-397.0,no
567968,223850,mobile,ended,-6.0,561253.0,210.0,checkout not delayed,83.0,yes,-127.0,no
568105,351546,connect,canceled,,564144.0,120.0,checkout not delayed,210.0,yes,90.0,yes
568141,224728,mobile,ended,37.0,567789.0,30.0,checkout delayed,-130.0,no,-160.0,no
568287,410255,connect,ended,,567264.0,30.0,checkout not delayed,183.0,yes,153.0,yes
568439,368432,mobile,ended,-25.0,560404.0,90.0,checkout not delayed,-66.0,no,-156.0,no
568967,364907,connect,ended,37.0,555169.0,60.0,checkout delayed,,no,,no
569297,390467,connect,ended,-451.0,566704.0,150.0,checkout not delayed,,no,,no
569683,310444,connect,ended,77.0,565569.0,450.0,checkout delayed,-110.0,no,-560.0,no
570039,363377,mobile,ended,17.0,562077.0,180.0,checkout delayed,100.0,yes,-80.0,no
522151,259952,mobile,ended,-97.0,550409.0,0.0,checkout not delayed,26.0,yes,26.0,yes
522860,385774,mobile,ended,,543476.0,60.0,checkout not delayed,63.0,yes,3.0,yes
527468,216148,connect,ended,-143.0,542805.0,690.0,checkout not delayed,77.0,yes,-613.0,no
531610,403239,mobile,ended,39.0,522490.0,60.0,checkout delayed,,no,,no
538181,397333,mobile,ended,704.0,540525.0,0.0,checkout delayed,-11.0,no,-11.0,no
538584,406994,mobile,ended,9.0,533472.0,330.0,checkout delayed,108.0,yes,-222.0,no
532113,365926,connect,canceled,,537243.0,300.0,checkout not delayed,242.0,yes,-58.0,no
536185,394555,connect,ended,87.0,538270.0,690.0,checkout delayed,-43.0,no,-733.0,no
532141,377670,connect,ended,-10.0,552933.0,150.0,checkout not delayed,-145.0,no,-295.0,no
534768,287544,mobile,ended,164.0,531476.0,120.0,checkout delayed,-5.0,no,-125.0,no
572248,195977,connect,canceled,,569301.0,180.0,checkout not delayed,62.0,yes,-118.0,no
573479,402209,mobile,ended,-28.0,554170.0,690.0,checkout not delayed,-125.0,no,-815.0,no
573546,390467,connect,ended,-7.0,572236.0,60.0,checkout not delayed,-88.0,no,-148.0,no
537290,340112,mobile,ended,83.0,539219.0,300.0,checkout delayed,,no,,no
537598,338935,mobile,ended,188.0,537023.0,60.0,checkout delayed,78.0,yes,18.0,yes
539674,344254,connect,ended,125.0,541533.0,60.0,checkout delayed,-150.0,no,-210.0,no
540722,321069,mobile,ended,224.0,512562.0,360.0,checkout delayed,104.0,yes,-256.0,no
538160,216701,mobile,ended,-21.0,524146.0,90.0,checkout not delayed,155.0,yes,65.0,yes
540583,194340,connect,ended,-133.0,541969.0,30.0,checkout not delayed,43.0,yes,13.0,yes
540952,389785,connect,ended,-295.0,527270.0,540.0,checkout not delayed,3.0,yes,-537.0,no
541826,404130,connect,ended,97.0,543513.0,30.0,checkout delayed,-82.0,no,-112.0,no
543124,363658,mobile,ended,146.0,542107.0,180.0,checkout delayed,-16.0,no,-196.0,no
544337,311923,connect,ended,21.0,563869.0,510.0,checkout delayed,-43.0,no,-553.0,no
544376,373233,mobile,ended,121.0,544861.0,60.0,checkout delayed,17.0,yes,-43.0,no
566060,394656,connect,ended,5.0,564793.0,240.0,checkout delayed,54.0,yes,-186.0,no
552250,409539,mobile,ended,100.0,560505.0,600.0,checkout delayed,6.0,yes,-594.0,no
552544,341648,mobile,ended,-545.0,557072.0,330.0,checkout not delayed,13.0,yes,-317.0,no
553553,408883,mobile,ended,8.0,564585.0,0.0,checkout delayed,17.0,yes,17.0,yes
557183,410939,connect,canceled,,565171.0,0.0,checkout not delayed,-15.0,no,-15.0,no
538211,280805,connect,ended,-195.0,530261.0,60.0,checkout not delayed,28.0,yes,-32.0,no
539300,351319,mobile,ended,-77.0,535020.0,0.0,checkout not delayed,28.0,yes,28.0,yes
540199,312078,connect,ended,-19.0,538207.0,0.0,checkout not delayed,-128.0,no,-128.0,no
541143,387753,connect,ended,-82.0,539236.0,510.0,checkout not delayed,-261.0,no,-771.0,no
541640,391338,mobile,ended,-28.0,534025.0,60.0,checkout not delayed,-2.0,no,-62.0,no
542801,345865,connect,ended,-32.0,537406.0,90.0,checkout not delayed,-18.0,no,-108.0,no
542830,328900,connect,ended,265.0,508109.0,0.0,checkout delayed,-151.0,no,-151.0,no
543115,381914,mobile,ended,7.0,541395.0,300.0,checkout delayed,61.0,yes,-239.0,no
543401,215979,mobile,ended,13.0,542150.0,210.0,checkout delayed,12.0,yes,-198.0,no
543559,392241,connect,ended,42.0,538768.0,120.0,checkout delayed,271.0,yes,151.0,yes
544566,355444,connect,ended,-39.0,541239.0,150.0,checkout not delayed,33.0,yes,-117.0,no
544979,392479,mobile,ended,183.0,547804.0,120.0,checkout delayed,-958.0,no,-1078.0,no
544947,392368,connect,ended,-42.0,553290.0,720.0,checkout not delayed,-23.0,no,-743.0,no
545207,407411,mobile,ended,-89.0,532724.0,570.0,checkout not delayed,16.0,yes,-554.0,no
545618,305525,connect,ended,43.0,543394.0,570.0,checkout delayed,-12.0,no,-582.0,no
546313,404476,mobile,ended,,540360.0,210.0,checkout not delayed,,no,,no
546532,407632,mobile,ended,6.0,546199.0,720.0,checkout delayed,-66.0,no,-786.0,no
546561,346755,connect,canceled,,569802.0,270.0,checkout not delayed,92.0,yes,-178.0,no
546930,316449,mobile,canceled,,551866.0,0.0,checkout not delayed,153.0,yes,153.0,yes
547130,411325,mobile,ended,22.0,545629.0,0.0,checkout delayed,81.0,yes,81.0,yes
547311,374809,connect,ended,7.0,539330.0,90.0,checkout delayed,20.0,yes,-70.0,no
548957,382444,mobile,canceled,,541126.0,240.0,checkout not delayed,72.0,yes,-168.0,no
549535,401281,connect,ended,-68.0,530729.0,690.0,checkout not delayed,-4.0,no,-694.0,no
550277,375128,connect,ended,-28.0,549044.0,240.0,checkout not delayed,41.0,yes,-199.0,no
550566,373889,mobile,ended,70.0,542811.0,120.0,checkout delayed,-32.0,no,-152.0,no
550654,357007,mobile,ended,30.0,508605.0,30.0,checkout delayed,-43.0,no,-73.0,no
551160,383949,mobile,ended,-52.0,545467.0,90.0,checkout not delayed,50.0,yes,-40.0,no
551987,341840,mobile,ended,68.0,529556.0,150.0,checkout delayed,-580.0,no,-730.0,no
540971,409908,mobile,ended,,540186.0,30.0,checkout not delayed,,no,,no
541646,364890,mobile,ended,621.0,538703.0,210.0,checkout delayed,,no,,no
541751,394928,connect,ended,-47.0,544799.0,600.0,checkout not delayed,-59.0,no,-659.0,no
543788,377071,mobile,ended,0.0,538874.0,30.0,checkout not delayed,2.0,yes,-28.0,no
544198,263232,mobile,ended,83.0,538218.0,300.0,checkout delayed,273.0,yes,-27.0,no
544741,374290,mobile,ended,-36.0,532043.0,180.0,checkout not delayed,101.0,yes,-79.0,no
545070,398326,mobile,ended,0.0,544957.0,270.0,checkout not delayed,13.0,yes,-257.0,no
545233,366371,connect,ended,-81.0,517688.0,720.0,checkout not delayed,-245.0,no,-965.0,no
546056,408509,mobile,ended,72.0,549516.0,120.0,checkout delayed,-96.0,no,-216.0,no
548307,404571,mobile,ended,-4.0,532798.0,90.0,checkout not delayed,45.0,yes,-45.0,no
558441,358225,mobile,ended,4.0,552053.0,0.0,checkout delayed,11.0,yes,11.0,yes
559527,385178,connect,canceled,,555186.0,330.0,checkout not delayed,-301.0,no,-631.0,no
559976,344254,connect,ended,51.0,558129.0,60.0,checkout delayed,-185.0,no,-245.0,no
545594,392479,mobile,ended,22.0,538397.0,570.0,checkout delayed,-301.0,no,-871.0,no
545750,393968,connect,ended,-11.0,548306.0,600.0,checkout not delayed,27.0,yes,-573.0,no
545916,307364,connect,ended,-77.0,545822.0,30.0,checkout not delayed,26.0,yes,-4.0,no
546070,313952,mobile,ended,238.0,569185.0,570.0,checkout delayed,-85.0,no,-655.0,no
547872,338243,connect,ended,83.0,549555.0,600.0,checkout delayed,-154.0,no,-754.0,no
548110,379908,mobile,ended,-52.0,542260.0,720.0,checkout not delayed,45.0,yes,-675.0,no
545984,305525,connect,ended,-253.0,545963.0,720.0,checkout not delayed,-33.0,no,-753.0,no
546636,399528,connect,ended,4.0,545268.0,540.0,checkout delayed,23.0,yes,-517.0,no
548185,385295,mobile,ended,129.0,538747.0,600.0,checkout delayed,-9.0,no,-609.0,no
548272,317330,connect,ended,-21.0,548279.0,0.0,checkout not delayed,-692.0,no,-692.0,no
548867,217819,mobile,ended,-134.0,544074.0,270.0,checkout not delayed,-46.0,no,-316.0,no
548952,356630,mobile,ended,-88.0,523527.0,720.0,checkout not delayed,-66.0,no,-786.0,no
550479,265239,connect,ended,51.0,520615.0,0.0,checkout delayed,-22.0,no,-22.0,no
552131,406551,connect,canceled,,545126.0,60.0,checkout not delayed,-46.0,no,-106.0,no
552365,404130,connect,ended,12.0,553206.0,480.0,checkout delayed,18.0,yes,-462.0,no
521986,369845,mobile,canceled,,553278.0,630.0,checkout not delayed,-32.0,no,-662.0,no
522640,394543,mobile,ended,21.0,546468.0,60.0,checkout delayed,-40.0,no,-100.0,no
533456,368432,mobile,ended,-2.0,539640.0,600.0,checkout not delayed,-12.0,no,-612.0,no
533596,352799,mobile,ended,46.0,538423.0,720.0,checkout delayed,-1.0,no,-721.0,no
553302,368432,mobile,ended,-104.0,567818.0,570.0,checkout not delayed,-986.0,no,-1556.0,no
553719,391519,connect,canceled,,562244.0,540.0,checkout not delayed,,no,,no
553836,340616,connect,ended,54.0,553933.0,30.0,checkout delayed,-341.0,no,-371.0,no
554383,159533,connect,ended,41.0,512682.0,330.0,checkout delayed,-125.0,no,-455.0,no
554407,310049,mobile,ended,76.0,551523.0,120.0,checkout delayed,-20.0,no,-140.0,no
549968,377004,mobile,ended,52.0,550088.0,30.0,checkout delayed,142.0,yes,112.0,yes
550240,407865,mobile,ended,15.0,550984.0,120.0,checkout delayed,-10.0,no,-130.0,no
550994,303309,connect,ended,31.0,549854.0,720.0,checkout delayed,-46.0,no,-766.0,no
551565,356673,mobile,ended,176.0,548460.0,60.0,checkout delayed,30.0,yes,-30.0,no
551667,350149,mobile,ended,272.0,555318.0,150.0,checkout delayed,29.0,yes,-121.0,no
552075,364038,mobile,ended,0.0,514557.0,30.0,checkout not delayed,-1.0,no,-31.0,no
552116,363280,mobile,ended,4.0,519547.0,540.0,checkout delayed,73.0,yes,-467.0,no
552264,376491,connect,ended,-15.0,551892.0,30.0,checkout not delayed,-96.0,no,-126.0,no
552598,376840,connect,ended,10.0,549549.0,540.0,checkout delayed,-153.0,no,-693.0,no
553308,368432,mobile,ended,-133.0,562021.0,630.0,checkout not delayed,-2.0,no,-632.0,no
554174,312622,mobile,ended,11.0,554035.0,60.0,checkout delayed,0.0,no,-60.0,no
554183,362187,connect,ended,-426.0,556500.0,180.0,checkout not delayed,15.0,yes,-165.0,no
554235,394801,mobile,ended,7.0,559412.0,30.0,checkout delayed,-28.0,no,-58.0,no
554905,314687,mobile,ended,-28.0,552745.0,60.0,checkout not delayed,-82.0,no,-142.0,no
554994,391519,connect,canceled,,556870.0,660.0,checkout not delayed,,no,,no
549565,390692,mobile,ended,78.0,530304.0,0.0,checkout delayed,39.0,yes,39.0,yes
549943,403313,mobile,ended,,539950.0,0.0,checkout not delayed,,no,,no
550632,308073,connect,ended,,548622.0,720.0,checkout not delayed,29.0,yes,-691.0,no
551141,372115,mobile,ended,24.0,550285.0,660.0,checkout delayed,-31.0,no,-691.0,no
551925,336629,mobile,ended,-21.0,550453.0,0.0,checkout not delayed,8.0,yes,8.0,yes
551997,398886,mobile,ended,205.0,550567.0,60.0,checkout delayed,-58.0,no,-118.0,no
552303,354138,mobile,ended,-11.0,566927.0,570.0,checkout not delayed,142.0,yes,-428.0,no
553523,412539,mobile,ended,1489.0,552169.0,480.0,checkout delayed,-262.0,no,-742.0,no
552787,378754,connect,canceled,,549036.0,0.0,checkout not delayed,-148.0,no,-148.0,no
553646,274001,mobile,ended,7.0,539712.0,120.0,checkout delayed,134.0,yes,14.0,yes
555143,320834,connect,ended,25.0,564613.0,120.0,checkout delayed,28.0,yes,-92.0,no
555258,229646,mobile,ended,79.0,550583.0,450.0,checkout delayed,3.0,yes,-447.0,no
555641,368724,mobile,ended,24.0,565544.0,60.0,checkout delayed,-22.0,no,-82.0,no
556500,362187,connect,ended,15.0,555592.0,60.0,checkout delayed,-106.0,no,-166.0,no
557709,404542,mobile,canceled,,555077.0,180.0,checkout not delayed,76.0,yes,-104.0,no
557928,383344,connect,ended,,540817.0,60.0,checkout not delayed,105.0,yes,45.0,yes
558317,380069,mobile,ended,,561985.0,0.0,checkout not delayed,,no,,no
556319,383462,connect,ended,55.0,558174.0,660.0,checkout delayed,-1.0,no,-661.0,no
556825,404130,connect,ended,-7.0,551494.0,720.0,checkout not delayed,-111.0,no,-831.0,no
557619,320438,mobile,ended,17.0,556077.0,150.0,checkout delayed,-20.0,no,-170.0,no
558258,357530,connect,ended,2.0,557097.0,690.0,checkout delayed,-49.0,no,-739.0,no
559316,414201,mobile,ended,30.0,557671.0,690.0,checkout delayed,-54.0,no,-744.0,no
559594,291932,connect,ended,-408.0,556581.0,150.0,checkout not delayed,-18.0,no,-168.0,no
559739,308181,connect,ended,8.0,564990.0,120.0,checkout delayed,133.0,yes,13.0,yes
559788,397599,mobile,ended,54.0,559390.0,630.0,checkout delayed,-159.0,no,-789.0,no
559886,347011,mobile,ended,140.0,557366.0,60.0,checkout delayed,62.0,yes,2.0,yes
559934,192643,mobile,ended,,558833.0,630.0,checkout not delayed,,no,,no
560682,305452,mobile,ended,139.0,553996.0,570.0,checkout delayed,-81.0,no,-651.0,no
562014,353425,connect,canceled,,550306.0,60.0,checkout not delayed,-58.0,no,-118.0,no
563218,397592,mobile,ended,93.0,560585.0,60.0,checkout delayed,,no,,no
563661,338584,connect,ended,-38.0,567637.0,630.0,checkout not delayed,-166.0,no,-796.0,no
556970,403644,mobile,ended,45.0,556081.0,30.0,checkout delayed,-6.0,no,-36.0,no
557344,381994,mobile,ended,53.0,554398.0,60.0,checkout delayed,14.0,yes,-46.0,no
557404,181625,connect,ended,-352.0,554077.0,120.0,checkout not delayed,6.0,yes,-114.0,no
558733,320824,connect,ended,36.0,554117.0,150.0,checkout delayed,-1084.0,no,-1234.0,no
559077,355444,connect,ended,0.0,554528.0,240.0,checkout not delayed,-32.0,no,-272.0,no
561219,295860,mobile,ended,-5.0,574786.0,60.0,checkout not delayed,65.0,yes,5.0,yes
562075,403430,mobile,ended,70.0,554144.0,720.0,checkout delayed,21.0,yes,-699.0,no
560938,407636,connect,ended,-50.0,555004.0,660.0,checkout not delayed,-71.0,no,-731.0,no
537360,367365,connect,ended,-370.0,543323.0,630.0,checkout not delayed,2.0,yes,-628.0,no
554746,334118,mobile,ended,-171.0,548107.0,30.0,checkout not delayed,-277.0,no,-307.0,no
556014,245154,connect,canceled,,566170.0,210.0,checkout not delayed,-2.0,no,-212.0,no
556362,351153,mobile,ended,17.0,554711.0,720.0,checkout delayed,1.0,yes,-719.0,no
556385,359978,mobile,ended,,554772.0,720.0,checkout not delayed,,no,,no
559087,383485,mobile,canceled,,559072.0,60.0,checkout not delayed,-56.0,no,-116.0,no
564691,361789,mobile,ended,-97.0,560638.0,690.0,checkout not delayed,-892.0,no,-1582.0,no
565591,381787,connect,ended,-4.0,572671.0,720.0,checkout not delayed,12.0,yes,-708.0,no
566264,401475,connect,ended,-55.0,517671.0,660.0,checkout not delayed,-249.0,no,-909.0,no
566648,383110,connect,ended,-77.0,568065.0,480.0,checkout not delayed,-64.0,no,-544.0,no
566774,377591,connect,ended,281.0,544588.0,0.0,checkout delayed,50.0,yes,50.0,yes
516961,385721,connect,ended,-32.0,542219.0,0.0,checkout not delayed,0.0,no,0.0,no
519713,324640,mobile,ended,-10.0,553902.0,420.0,checkout not delayed,-128.0,no,-548.0,no
525837,244848,connect,ended,172.0,543686.0,120.0,checkout delayed,-11.0,no,-131.0,no
534378,402469,mobile,ended,-15.0,540696.0,510.0,checkout not delayed,-109.0,no,-619.0,no
535209,383540,mobile,ended,3.0,538639.0,330.0,checkout delayed,38.0,yes,-292.0,no
558633,336650,connect,ended,19.0,557424.0,0.0,checkout delayed,,no,,no
558702,376840,connect,ended,-164.0,552598.0,690.0,checkout not delayed,10.0,yes,-680.0,no
558813,403430,mobile,ended,254.0,562075.0,660.0,checkout delayed,70.0,yes,-590.0,no
559552,226317,mobile,ended,,550534.0,0.0,checkout not delayed,,no,,no
561351,385073,mobile,ended,-37.0,560872.0,690.0,checkout not delayed,-56.0,no,-746.0,no
561935,347464,connect,ended,116.0,566651.0,300.0,checkout delayed,32.0,yes,-268.0,no
562071,288973,mobile,ended,-232.0,572580.0,30.0,checkout not delayed,-12.0,no,-42.0,no
563248,385625,connect,ended,6.0,556513.0,0.0,checkout delayed,-68.0,no,-68.0,no
565877,351319,mobile,ended,-1148.0,561309.0,660.0,checkout not delayed,-577.0,no,-1237.0,no
561947,390927,connect,ended,40.0,537960.0,660.0,checkout delayed,31.0,yes,-629.0,no
562199,392479,mobile,ended,77.0,545594.0,720.0,checkout delayed,22.0,yes,-698.0,no
562848,272430,connect,ended,-63.0,564600.0,330.0,checkout not delayed,-61.0,no,-391.0,no
563652,299063,connect,ended,-22.0,561530.0,270.0,checkout not delayed,-5.0,no,-275.0,no
564127,389565,connect,ended,81.0,565814.0,510.0,checkout delayed,48.0,yes,-462.0,no
564546,384396,connect,canceled,,561260.0,690.0,checkout not delayed,-75.0,no,-765.0,no
565171,410939,connect,ended,-15.0,567442.0,240.0,checkout not delayed,-353.0,no,-593.0,no
568054,293992,mobile,ended,1147.0,562269.0,60.0,checkout delayed,,no,,no
568539,375126,connect,ended,139.0,566798.0,630.0,checkout delayed,50.0,yes,-580.0,no
569145,300505,connect,ended,46.0,560610.0,90.0,checkout delayed,-54.0,no,-144.0,no
569162,274949,mobile,canceled,,565577.0,210.0,checkout not delayed,-259.0,no,-469.0,no
569445,346305,mobile,ended,-62.0,560681.0,180.0,checkout not delayed,-21.0,no,-201.0,no
572853,366164,connect,ended,39.0,569272.0,360.0,checkout delayed,7.0,yes,-353.0,no
565760,386413,connect,ended,-2.0,550806.0,0.0,checkout not delayed,-18.0,no,-18.0,no
559950,380128,mobile,ended,-68.0,557700.0,360.0,checkout not delayed,315.0,yes,-45.0,no
561311,200364,mobile,canceled,,509972.0,480.0,checkout not delayed,-664.0,no,-1144.0,no
561480,364652,connect,ended,-48.0,564545.0,60.0,checkout not delayed,-90.0,no,-150.0,no
561586,376642,mobile,ended,-53.0,557899.0,630.0,checkout not delayed,-25.0,no,-655.0,no
561882,356630,mobile,ended,-19.0,563870.0,0.0,checkout not delayed,-731.0,no,-731.0,no
524637,348225,mobile,ended,37.0,550539.0,0.0,checkout delayed,-59.0,no,-59.0,no
567020,216576,connect,ended,-470.0,563059.0,150.0,checkout not delayed,-24.0,no,-174.0,no
568119,342699,connect,ended,14.0,563443.0,30.0,checkout delayed,-1.0,no,-31.0,no
568302,363387,mobile,ended,-56.0,569781.0,450.0,checkout not delayed,-687.0,no,-1137.0,no
515626,324197,mobile,ended,62.0,525338.0,210.0,checkout delayed,19.0,yes,-191.0,no
515855,400293,mobile,ended,-83.0,540635.0,570.0,checkout not delayed,,no,,no
517688,366371,connect,ended,-245.0,539108.0,0.0,checkout not delayed,-39.0,no,-39.0,no
525787,372809,connect,ended,10.0,561211.0,600.0,checkout delayed,-134.0,no,-734.0,no
526660,367632,connect,canceled,,563613.0,720.0,checkout not delayed,11.0,yes,-709.0,no
529626,324821,connect,ended,66.0,537033.0,720.0,checkout delayed,8.0,yes,-712.0,no
532543,397470,mobile,ended,-5.0,537576.0,150.0,checkout not delayed,18.0,yes,-132.0,no
569030,401542,mobile,ended,,564977.0,480.0,checkout not delayed,19.0,yes,-461.0,no
509463,339189,connect,ended,75.0,527519.0,360.0,checkout delayed,137.0,yes,-223.0,no
511425,351146,mobile,ended,26.0,555546.0,90.0,checkout delayed,2.0,yes,-88.0,no
513104,396552,mobile,ended,23.0,535313.0,720.0,checkout delayed,23.0,yes,-697.0,no
524355,385972,mobile,ended,1.0,548080.0,660.0,checkout delayed,34.0,yes,-626.0,no
536038,390702,connect,ended,37.0,554652.0,660.0,checkout delayed,-24.0,no,-684.0,no
536509,281116,mobile,ended,-79.0,529888.0,180.0,checkout not delayed,169.0,yes,-11.0,no
537133,340868,connect,ended,24.0,532994.0,60.0,checkout delayed,-59.0,no,-119.0,no
567303,356630,mobile,ended,69.0,561882.0,180.0,checkout delayed,-19.0,no,-199.0,no
568361,324821,connect,ended,-8.0,564684.0,90.0,checkout not delayed,-26.0,no,-116.0,no
572403,390467,connect,ended,,573546.0,360.0,checkout not delayed,-7.0,no,-367.0,no
576292,181625,connect,ended,9.0,573698.0,90.0,checkout delayed,61.0,yes,-29.0,no
512171,395608,mobile,ended,5.0,535039.0,180.0,checkout delayed,62.0,yes,-118.0,no
516667,380833,mobile,canceled,,538592.0,30.0,checkout not delayed,-544.0,no,-574.0,no
526948,214635,connect,ended,29.0,522667.0,180.0,checkout delayed,119.0,yes,-61.0,no
527925,401281,connect,ended,-96.0,535185.0,60.0,checkout not delayed,-500.0,no,-560.0,no
538657,404146,mobile,ended,-36.0,538335.0,720.0,checkout not delayed,-128.0,no,-848.0,no
538820,261263,mobile,ended,-35.0,533521.0,180.0,checkout not delayed,20.0,yes,-160.0,no
539171,372878,mobile,ended,-8.0,543033.0,60.0,checkout not delayed,-45.0,no,-105.0,no
541178,392635,mobile,ended,86.0,523175.0,0.0,checkout delayed,2976.0,yes,2976.0,yes
542245,383255,mobile,ended,451.0,539006.0,240.0,checkout delayed,94.0,yes,-146.0,no
542392,379751,connect,ended,-33.0,541396.0,0.0,checkout not delayed,33.0,yes,33.0,yes
543696,347208,connect,ended,-141.0,538244.0,510.0,checkout not delayed,23.0,yes,-487.0,no
543791,391153,mobile,ended,310.0,544230.0,720.0,checkout delayed,9.0,yes,-711.0,no
544030,404771,mobile,ended,72.0,543848.0,120.0,checkout delayed,20.0,yes,-100.0,no
544902,387939,connect,ended,32.0,545532.0,510.0,checkout delayed,7.0,yes,-503.0,no
545784,404020,mobile,ended,-11.0,543175.0,30.0,checkout not delayed,4.0,yes,-26.0,no
546464,389785,connect,ended,-1.0,550903.0,690.0,checkout not delayed,-18.0,no,-708.0,no
546557,311923,connect,ended,-470.0,539744.0,240.0,checkout not delayed,-104.0,no,-344.0,no
547047,337047,mobile,ended,-53.0,544443.0,30.0,checkout not delayed,56.0,yes,26.0,yes
547589,373367,mobile,ended,-3.0,545463.0,60.0,checkout not delayed,40.0,yes,-20.0,no
547981,372924,mobile,ended,36.0,550415.0,210.0,checkout delayed,144.0,yes,-66.0,no
548868,356434,mobile,ended,-4.0,551652.0,0.0,checkout not delayed,-3.0,no,-3.0,no
549430,366071,mobile,ended,-3.0,551575.0,180.0,checkout not delayed,22.0,yes,-158.0,no
549647,369542,connect,ended,53.0,563235.0,480.0,checkout delayed,-107.0,no,-587.0,no
549659,367608,connect,ended,-72.0,548833.0,120.0,checkout not delayed,75.0,yes,-45.0,no
550664,327336,mobile,canceled,,546653.0,420.0,checkout not delayed,-77.0,no,-497.0,no
551308,342067,mobile,ended,42.0,545062.0,0.0,checkout delayed,-98.0,no,-98.0,no
552074,412682,mobile,ended,71.0,564237.0,240.0,checkout delayed,13.0,yes,-227.0,no
553045,407524,mobile,ended,106.0,554266.0,480.0,checkout delayed,106.0,yes,-374.0,no
555798,388540,mobile,ended,-33.0,552353.0,30.0,checkout not delayed,-33.0,no,-63.0,no
556126,396250,mobile,canceled,,548864.0,510.0,checkout not delayed,527.0,yes,17.0,yes
558379,350769,mobile,ended,-73.0,537483.0,540.0,checkout not delayed,34.0,yes,-506.0,no
558490,403749,mobile,ended,-59.0,554954.0,60.0,checkout not delayed,-152.0,no,-212.0,no
559326,412623,mobile,ended,46.0,557439.0,180.0,checkout delayed,64.0,yes,-116.0,no
568175,415726,mobile,ended,34.0,567093.0,180.0,checkout delayed,-2.0,no,-182.0,no
568573,342699,connect,ended,11.0,568298.0,60.0,checkout delayed,7.0,yes,-53.0,no
571892,339138,connect,ended,20.0,571215.0,90.0,checkout delayed,0.0,no,-90.0,no
573065,407084,mobile,ended,-105.0,569017.0,360.0,checkout not delayed,111.0,yes,-249.0,no
564168,382444,mobile,ended,-86.0,553599.0,90.0,checkout not delayed,0.0,no,-90.0,no
564574,375421,connect,ended,34.0,515659.0,330.0,checkout delayed,-1.0,no,-331.0,no
565262,333753,mobile,ended,163.0,564522.0,240.0,checkout delayed,95.0,yes,-145.0,no
565247,406625,connect,ended,0.0,561277.0,0.0,checkout not delayed,39.0,yes,39.0,yes
565672,216148,connect,ended,-111.0,553717.0,150.0,checkout not delayed,-46.0,no,-196.0,no
565728,374486,mobile,ended,50.0,569229.0,360.0,checkout delayed,46.0,yes,-314.0,no
565815,298466,mobile,ended,-40.0,567964.0,150.0,checkout not delayed,-22.0,no,-172.0,no
565991,407389,mobile,ended,-70.0,567843.0,150.0,checkout not delayed,93.0,yes,-57.0,no
566349,384657,connect,ended,199.0,561722.0,690.0,checkout delayed,224.0,yes,-466.0,no
567086,386325,mobile,ended,-181.0,566591.0,720.0,checkout not delayed,-31.0,no,-751.0,no
567140,402308,mobile,ended,687.0,561807.0,0.0,checkout delayed,-3.0,no,-3.0,no
567806,216701,mobile,canceled,,567644.0,690.0,checkout not delayed,-1408.0,no,-2098.0,no
568251,404629,mobile,ended,789.0,565555.0,60.0,checkout delayed,101.0,yes,41.0,yes
568659,317378,connect,canceled,,566412.0,600.0,checkout not delayed,-129.0,no,-729.0,no
569293,364670,mobile,canceled,,568767.0,0.0,checkout not delayed,-78.0,no,-78.0,no
570447,396289,mobile,ended,26.0,561080.0,180.0,checkout delayed,107.0,yes,-73.0,no
572279,311943,mobile,ended,,571616.0,690.0,checkout not delayed,,no,,no
572714,298466,mobile,ended,218.0,565815.0,30.0,checkout delayed,-40.0,no,-70.0,no
574151,241021,connect,ended,3.0,572285.0,720.0,checkout delayed,-101.0,no,-821.0,no
574638,414681,mobile,ended,7.0,572181.0,180.0,checkout delayed,147.0,yes,-33.0,no
535939,386259,connect,ended,-151.0,538439.0,720.0,checkout not delayed,-171.0,no,-891.0,no
