rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_at_checkout,delay_of_previous_client_in_minutes,previous_client_late,delay_of_rental_start_in_minutes,client_rental_start_impacted,state_encoded
546766,319807,mobile,ended,-105.0,,,checkout not delayed,,no,,no,0
546806,373198,mobile,ended,-22.0,,,checkout not delayed,,no,,no,0
546858,250303,mobile,ended,2763.0,,,checkout delayed,,no,,no,0
546980,408927,mobile,ended,11.0,,,checkout delayed,,no,,no,0
547069,381573,mobile,ended,41.0,,,checkout delayed,,no,,no,0
547113,406151,mobile,ended,40.0,,,checkout delayed,,no,,no,0
547138,227386,mobile,ended,-60.0,,,checkout not delayed,,no,,no,0
547221,370795,mobile,ended,32.0,,,checkout delayed,,no,,no,0
547238,349678,connect,ended,-652.0,,,checkout not delayed,,no,,no,0
547240,261576,mobile,ended,550.0,,,checkout delayed,,no,,no,0
547265,405733,mobile,ended,-26.0,,,checkout not delayed,,no,,no,0
547357,254689,connect,ended,-27.0,,,checkout not delayed,,no,,no,0
547524,382821,connect,ended,-93.0,,,checkout not delayed,,no,,no,0
547533,375892,connect,ended,-78.0,,,checkout not delayed,,no,,no,0
547599,339475,mobile,ended,96.0,,,checkout delayed,,no,,no,0
547666,310219,connect,ended,103.0,,,checkout delayed,,no,,no,0
547682,265917,mobile,ended,12.0,,,checkout delayed,,no,,no,0
547841,382302,connect,ended,-29.0,,,checkout not delayed,,no,,no,0
547941,377695,mobile,ended,,,,checkout not delayed,,no,,no,0
557123,396178,mobile,canceled,,,,checkout not delayed,,no,,no,1
557245,365961,mobile,canceled,,,,checkout not delayed,,no,,no,1
557288,365926,connect,ended,6.0,,,checkout delayed,,no,,no,0
557567,409695,mobile,ended,167.0,,,checkout delayed,,no,,no,0
557595,341710,mobile,ended,43.0,,,checkout delayed,,no,,no,0
557596,331337,connect,ended,188.0,,,checkout delayed,,no,,no,0
557638,405517,mobile,ended,-5.0,,,checkout not delayed,,no,,no,0
557738,408452,mobile,canceled,,,,checkout not delayed,,no,,no,1
557739,370253,mobile,ended,-32.0,,,checkout not delayed,,no,,no,0
558032,405925,mobile,canceled,,,,checkout not delayed,,no,,no,1
558086,374944,mobile,ended,32.0,,,checkout delayed,,no,,no,0
558218,406625,connect,ended,28.0,,,checkout delayed,,no,,no,0
558377,336672,connect,ended,-44.0,,,checkout not delayed,,no,,no,0
558387,399575,connect,ended,81.0,552753.0,0.0,checkout delayed,-43.0,no,-43.0,no,0
558483,245317,mobile,ended,46.0,,,checkout delayed,,no,,no,0
558489,411370,mobile,ended,161.0,,,checkout delayed,,no,,no,0
558504,195467,mobile,ended,,554248.0,450.0,checkout not delayed,,no,,no,0
558597,411791,mobile,ended,22.0,,,checkout delayed,,no,,no,0
558599,382646,mobile,ended,36.0,,,checkout delayed,,no,,no,0
558640,382124,mobile,ended,50.0,,,checkout delayed,,no,,no,0
558651,370513,mobile,ended,21.0,,,checkout delayed,,no,,no,0
558697,219981,mobile,ended,-141.0,,,checkout not delayed,,no,,no,0
558726,412728,mobile,ended,-93.0,,,checkout not delayed,,no,,no,0
558779,377209,mobile,ended,90.0,,,checkout delayed,,no,,no,0
558780,357530,connect,ended,-7.0,,,checkout not delayed,,no,,no,0
559026,223850,mobile,ended,145.0,,,checkout delayed,,no,,no,0
559046,192409,mobile,ended,-1.0,,,checkout not delayed,,no,,no,0
559089,357082,mobile,ended,-29.0,,,checkout not delayed,,no,,no,0
559103,401276,mobile,ended,50.0,,,checkout delayed,,no,,no,0
559172,342154,connect,ended,-39.0,,,checkout not delayed,,no,,no,0
559220,272430,connect,ended,-746.0,,,checkout not delayed,,no,,no,0
559282,314456,connect,ended,-106.0,566613.0,60.0,checkout not delayed,10.0,yes,-50.0,no,0
559322,317652,connect,ended,-78.0,,,checkout not delayed,,no,,no,0
559333,359365,mobile,ended,39.0,,,checkout delayed,,no,,no,0
559396,368604,connect,ended,-29.0,546242.0,90.0,checkout not delayed,2.0,yes,-88.0,no,0
559476,404041,connect,ended,-71.0,546640.0,720.0,checkout not delayed,-44.0,no,-764.0,no,0
559515,408389,mobile,ended,,,,checkout not delayed,,no,,no,0
559580,413908,mobile,ended,9.0,,,checkout delayed,,no,,no,0
559592,406068,mobile,canceled,,,,checkout not delayed,,no,,no,1
559683,248926,mobile,ended,19.0,,,checkout delayed,,no,,no,0
559780,383177,mobile,ended,18.0,,,checkout delayed,,no,,no,0
559800,362498,mobile,ended,75.0,551850.0,150.0,checkout delayed,26.0,yes,-124.0,no,0
559870,279660,mobile,canceled,,,,checkout not delayed,,no,,no,1
559942,371890,mobile,canceled,,,,checkout not delayed,,no,,no,1
560095,409257,mobile,ended,2.0,,,checkout delayed,,no,,no,0
560169,367919,connect,ended,15.0,554745.0,0.0,checkout delayed,-32.0,no,-32.0,no,0
560209,360460,connect,ended,-18.0,,,checkout not delayed,,no,,no,0
539257,405571,mobile,ended,36.0,,,checkout delayed,,no,,no,0
539280,209547,mobile,canceled,,,,checkout not delayed,,no,,no,1
539591,367507,mobile,ended,-58.0,,,checkout not delayed,,no,,no,0
539605,348632,mobile,ended,20.0,,,checkout delayed,,no,,no,0
539648,367452,mobile,ended,-4.0,,,checkout not delayed,,no,,no,0
539693,385874,mobile,canceled,,,,checkout not delayed,,no,,no,1
539766,173712,mobile,ended,-480.0,,,checkout not delayed,,no,,no,0
539768,303309,connect,canceled,,,,checkout not delayed,,no,,no,1
539795,334108,mobile,ended,1077.0,,,checkout delayed,,no,,no,0
539887,268695,mobile,ended,-1.0,,,checkout not delayed,,no,,no,0
539997,365926,connect,ended,-67.0,,,checkout not delayed,,no,,no,0
540035,358772,connect,ended,51.0,537504.0,540.0,checkout delayed,-43.0,no,-583.0,no,0
540043,353680,mobile,canceled,,,,checkout not delayed,,no,,no,1
540049,187450,mobile,ended,-22.0,,,checkout not delayed,,no,,no,0
540109,409454,mobile,ended,151.0,,,checkout delayed,,no,,no,0
540193,352528,connect,canceled,,,,checkout not delayed,,no,,no,1
543353,402084,mobile,ended,,,,checkout not delayed,,no,,no,0
543396,378014,mobile,ended,13.0,,,checkout delayed,,no,,no,0
543481,367452,mobile,ended,22.0,,,checkout delayed,,no,,no,0
543597,279908,mobile,ended,-443.0,,,checkout not delayed,,no,,no,0
543635,365266,connect,ended,-163.0,,,checkout not delayed,,no,,no,0
543665,397413,mobile,ended,7.0,541444.0,30.0,checkout delayed,901.0,yes,871.0,yes,0
543796,340616,connect,ended,17.0,,,checkout delayed,,no,,no,0
543931,190291,connect,ended,-173.0,535349.0,510.0,checkout not delayed,-37.0,no,-547.0,no,0
543965,192179,connect,canceled,,526733.0,120.0,checkout not delayed,-94.0,no,-214.0,no,1
544023,198594,mobile,ended,100.0,,,checkout delayed,,no,,no,0
544043,312603,connect,ended,119.0,,,checkout delayed,,no,,no,0
544078,179079,mobile,ended,-4.0,,,checkout not delayed,,no,,no,0
544321,346341,mobile,ended,-533.0,,,checkout not delayed,,no,,no,0
544362,376491,connect,canceled,,,,checkout not delayed,,no,,no,1
544369,335239,mobile,ended,56.0,,,checkout delayed,,no,,no,0
544384,380708,connect,ended,49.0,,,checkout delayed,,no,,no,0
544472,330472,connect,ended,-33.0,,,checkout not delayed,,no,,no,0
544477,376239,mobile,ended,-37.0,,,checkout not delayed,,no,,no,0
544576,377119,connect,ended,-2.0,542935.0,360.0,checkout not delayed,16.0,yes,-344.0,no,0
544597,288973,mobile,ended,38.0,,,checkout delayed,,no,,no,0
544750,377781,mobile,ended,-50.0,,,checkout not delayed,,no,,no,0
544760,173376,mobile,ended,3.0,,,checkout delayed,,no,,no,0
544963,386221,connect,canceled,,,,checkout not delayed,,no,,no,1
544972,407389,mobile,ended,41.0,529569.0,270.0,checkout delayed,242.0,yes,-28.0,no,0
545005,362339,connect,ended,13.0,538954.0,570.0,checkout delayed,-914.0,no,-1484.0,no,0
545008,402654,mobile,ended,,,,checkout not delayed,,no,,no,0
545105,320780,mobile,ended,167.0,540181.0,690.0,checkout delayed,28.0,yes,-662.0,no,0
545209,264513,mobile,ended,23.0,,,checkout delayed,,no,,no,0
545211,310661,mobile,ended,10.0,536387.0,450.0,checkout delayed,5.0,yes,-445.0,no,0
545224,307364,connect,ended,303.0,,,checkout delayed,,no,,no,0
545251,351597,connect,ended,-107.0,,,checkout not delayed,,no,,no,0
545280,296815,connect,canceled,,,,checkout not delayed,,no,,no,1
545327,343384,mobile,ended,-104.0,,,checkout not delayed,,no,,no,0
545345,310219,connect,ended,-55.0,,,checkout not delayed,,no,,no,0
545347,345260,mobile,ended,2.0,,,checkout delayed,,no,,no,0
545355,385629,connect,ended,109.0,,,checkout delayed,,no,,no,0
545413,310490,mobile,ended,78.0,,,checkout delayed,,no,,no,0
545455,215599,mobile,ended,45.0,,,checkout delayed,,no,,no,0
545508,308435,mobile,ended,28.0,,,checkout delayed,,no,,no,0
545516,380645,mobile,ended,0.0,,,checkout not delayed,,no,,no,0
545582,382060,mobile,ended,6606.0,544670.0,660.0,checkout delayed,-27.0,no,-687.0,no,0
545642,359070,mobile,ended,-88.0,,,checkout not delayed,,no,,no,0
545699,281955,mobile,ended,-156.0,,,checkout not delayed,,no,,no,0
545711,279844,mobile,canceled,,,,checkout not delayed,,no,,no,1
545809,387069,mobile,ended,5.0,,,checkout delayed,,no,,no,0
545854,406104,mobile,ended,24.0,,,checkout delayed,,no,,no,0
545913,409288,mobile,ended,,,,checkout not delayed,,no,,no,0
546067,367535,mobile,ended,33.0,,,checkout delayed,,no,,no,0
546108,387753,connect,ended,-12.0,,,checkout not delayed,,no,,no,0
546118,334960,mobile,canceled,,,,checkout not delayed,,no,,no,1
546326,410832,mobile,canceled,,,,checkout not delayed,,no,,no,1
546465,406104,mobile,ended,42.0,,,checkout delayed,,no,,no,0
546592,296967,connect,canceled,,545025.0,240.0,checkout not delayed,415.0,yes,175.0,yes,1
546610,275873,mobile,ended,,,,checkout not delayed,,no,,no,0
546618,370907,mobile,ended,82.0,,,checkout delayed,,no,,no,0
546675,363624,mobile,ended,-7.0,,,checkout not delayed,,no,,no,0
546732,241818,mobile,ended,37.0,,,checkout delayed,,no,,no,0
546942,364882,connect,ended,9.0,,,checkout delayed,,no,,no,0
547031,358846,mobile,ended,-6.0,,,checkout not delayed,,no,,no,0
547148,294149,mobile,ended,-6.0,,,checkout not delayed,,no,,no,0
547316,350456,mobile,ended,16.0,,,checkout delayed,,no,,no,0
547396,192603,mobile,ended,85.0,,,checkout delayed,,no,,no,0
547423,368354,mobile,ended,53.0,,,checkout delayed,,no,,no,0
547504,270141,mobile,ended,38.0,,,checkout delayed,,no,,no,0
547511,392327,mobile,ended,-376.0,,,checkout not delayed,,no,,no,0
547663,341861,connect,ended,1.0,,,checkout delayed,,no,,no,0
536250,370265,mobile,canceled,,,,checkout not delayed,,no,,no,1
536491,375892,connect,ended,-236.0,,,checkout not delayed,,no,,no,0
536607,380455,mobile,ended,,,,checkout not delayed,,no,,no,0
536735,401413,mobile,ended,285.0,,,checkout delayed,,no,,no,0
536984,388685,mobile,ended,-120.0,,,checkout not delayed,,no,,no,0
537010,399590,mobile,ended,,,,checkout not delayed,,no,,no,0
537019,334554,mobile,ended,356.0,,,checkout delayed,,no,,no,0
537104,277805,mobile,ended,43.0,,,checkout delayed,,no,,no,0
537150,405291,mobile,ended,154.0,,,checkout delayed,,no,,no,0
537302,380813,mobile,ended,-34.0,543359.0,660.0,checkout not delayed,594.0,yes,-66.0,no,0
537304,402078,mobile,ended,-5.0,,,checkout not delayed,,no,,no,0
537321,382680,mobile,canceled,,,,checkout not delayed,,no,,no,1
537401,408927,mobile,ended,4.0,546980.0,60.0,checkout delayed,11.0,yes,-49.0,no,0
537431,258314,mobile,ended,1159.0,,,checkout delayed,,no,,no,0
537451,383221,mobile,ended,-92.0,,,checkout not delayed,,no,,no,0
537476,396164,mobile,ended,64.0,,,checkout delayed,,no,,no,0
537605,257291,mobile,ended,9.0,,,checkout delayed,,no,,no,0
537637,380239,connect,ended,-186.0,,,checkout not delayed,,no,,no,0
537652,313689,mobile,ended,,,,checkout not delayed,,no,,no,0
537698,409235,mobile,ended,129.0,,,checkout delayed,,no,,no,0
538234,344254,connect,ended,-75.0,,,checkout not delayed,,no,,no,0
538247,344859,mobile,ended,114.0,,,checkout delayed,,no,,no,0
538340,409543,mobile,ended,-20.0,,,checkout not delayed,,no,,no,0
538644,379918,mobile,ended,-81.0,,,checkout not delayed,,no,,no,0
538754,371387,mobile,ended,138.0,,,checkout delayed,,no,,no,0
538834,394038,mobile,ended,7.0,,,checkout delayed,,no,,no,0
538915,402739,mobile,ended,170.0,,,checkout delayed,,no,,no,0
538957,393298,mobile,ended,121.0,,,checkout delayed,,no,,no,0
562904,410150,mobile,canceled,,,,checkout not delayed,,no,,no,1
562926,277564,mobile,canceled,,,,checkout not delayed,,no,,no,1
562978,347612,mobile,ended,-4.0,,,checkout not delayed,,no,,no,0
563007,410784,mobile,ended,-30.0,,,checkout not delayed,,no,,no,0
563033,365926,connect,ended,85.0,,,checkout delayed,,no,,no,0
563147,293910,mobile,ended,12.0,,,checkout delayed,,no,,no,0
563150,353138,mobile,ended,60.0,,,checkout delayed,,no,,no,0
563164,355842,connect,ended,-137.0,,,checkout not delayed,,no,,no,0
563179,394137,mobile,ended,-38.0,,,checkout not delayed,,no,,no,0
563193,368639,mobile,ended,54.0,,,checkout delayed,,no,,no,0
563241,406656,mobile,canceled,,,,checkout not delayed,,no,,no,1
563308,231373,mobile,ended,153.0,,,checkout delayed,,no,,no,0
563312,347873,connect,ended,-44.0,555622.0,570.0,checkout not delayed,-154.0,no,-724.0,no,0
563318,381663,mobile,ended,192.0,,,checkout delayed,,no,,no,0
563432,408715,connect,ended,9.0,,,checkout delayed,,no,,no,0
563614,408725,mobile,canceled,,,,checkout not delayed,,no,,no,1
563644,192643,mobile,ended,,563362.0,180.0,checkout not delayed,,no,,no,0
563810,347474,mobile,ended,-133.0,,,checkout not delayed,,no,,no,0
563830,361262,mobile,ended,-274.0,564208.0,270.0,checkout not delayed,90.0,yes,-180.0,no,0
563873,355805,mobile,canceled,,,,checkout not delayed,,no,,no,1
563953,382302,connect,ended,-595.0,,,checkout not delayed,,no,,no,0
564165,373038,mobile,ended,,,,checkout not delayed,,no,,no,0
564240,385627,connect,ended,-161.0,,,checkout not delayed,,no,,no,0
564330,392087,mobile,ended,14.0,,,checkout delayed,,no,,no,0
564335,360872,mobile,ended,12.0,,,checkout delayed,,no,,no,0
564360,412464,mobile,canceled,,,,checkout not delayed,,no,,no,1
564401,411921,mobile,ended,,,,checkout not delayed,,no,,no,0
564480,415326,mobile,ended,,562579.0,600.0,checkout not delayed,,no,,no,0
564482,309731,mobile,ended,133.0,,,checkout delayed,,no,,no,0
564502,315420,connect,ended,107.0,,,checkout delayed,,no,,no,0
564668,278641,mobile,ended,-79.0,,,checkout not delayed,,no,,no,0
564710,400184,mobile,ended,,,,checkout not delayed,,no,,no,0
564806,404762,mobile,ended,279.0,,,checkout delayed,,no,,no,0
564970,408747,mobile,ended,,,,checkout not delayed,,no,,no,0
565036,389521,mobile,ended,,,,checkout not delayed,,no,,no,0
565102,160342,mobile,canceled,,,,checkout not delayed,,no,,no,1
565162,342699,connect,ended,52.0,564294.0,270.0,checkout delayed,,no,,no,0
565175,341105,mobile,ended,-157.0,,,checkout not delayed,,no,,no,0
565243,328263,mobile,ended,10.0,,,checkout delayed,,no,,no,0
565261,298757,connect,ended,-58.0,,,checkout not delayed,,no,,no,0
565309,311943,mobile,canceled,,,,checkout not delayed,,no,,no,1
565450,409363,mobile,ended,-33.0,,,checkout not delayed,,no,,no,0
565507,385224,mobile,ended,,,,checkout not delayed,,no,,no,0
565541,166872,mobile,ended,148.0,,,checkout delayed,,no,,no,0
565638,364670,mobile,ended,24.0,,,checkout delayed,,no,,no,0
565648,406388,mobile,ended,-179.0,,,checkout not delayed,,no,,no,0
565709,410396,mobile,ended,-15.0,,,checkout not delayed,,no,,no,0
565787,412039,mobile,ended,-1.0,,,checkout not delayed,,no,,no,0
566054,390729,mobile,ended,17.0,556355.0,90.0,checkout delayed,,no,,no,0
566075,375621,connect,ended,118.0,,,checkout delayed,,no,,no,0
566137,340699,mobile,ended,3.0,,,checkout delayed,,no,,no,0
566149,222030,mobile,ended,2984.0,,,checkout delayed,,no,,no,0
566311,385423,mobile,ended,24.0,,,checkout delayed,,no,,no,0
566337,270453,mobile,canceled,,,,checkout not delayed,,no,,no,1
566342,383443,connect,ended,-598.0,564616.0,480.0,checkout not delayed,-113.0,no,-593.0,no,0
566493,375834,mobile,ended,-32.0,,,checkout not delayed,,no,,no,0
566531,392591,mobile,canceled,,,,checkout not delayed,,no,,no,1
566561,342699,connect,ended,-13.0,564845.0,0.0,checkout not delayed,-61.0,no,-61.0,no,0
566606,415533,mobile,ended,-1.0,566705.0,660.0,checkout not delayed,-17.0,no,-677.0,no,0
566693,289560,mobile,ended,-12.0,,,checkout not delayed,,no,,no,0
566748,366473,mobile,ended,-8.0,,,checkout not delayed,,no,,no,0
566799,384468,mobile,ended,1034.0,,,checkout delayed,,no,,no,0
566820,378239,mobile,ended,7.0,,,checkout delayed,,no,,no,0
566856,167767,mobile,ended,-314.0,,,checkout not delayed,,no,,no,0
566871,381012,mobile,canceled,,,,checkout not delayed,,no,,no,1
566925,407346,mobile,ended,60.0,,,checkout delayed,,no,,no,0
567125,341431,mobile,ended,177.0,,,checkout delayed,,no,,no,0
567234,407304,mobile,ended,2.0,,,checkout delayed,,no,,no,0
567295,415000,mobile,ended,50.0,,,checkout delayed,,no,,no,0
567519,310250,mobile,ended,398.0,,,checkout delayed,,no,,no,0
567523,377004,mobile,ended,-64.0,,,checkout not delayed,,no,,no,0
567529,391882,connect,ended,46.0,,,checkout delayed,,no,,no,0
567539,227254,mobile,canceled,,,,checkout not delayed,,no,,no,1
567680,377695,mobile,canceled,,,,checkout not delayed,,no,,no,1
567796,377663,mobile,ended,,,,checkout not delayed,,no,,no,0
567936,411807,mobile,ended,196.0,,,checkout delayed,,no,,no,0
568125,412862,mobile,ended,264.0,,,checkout delayed,,no,,no,0
568128,330705,mobile,canceled,,,,checkout not delayed,,no,,no,1
568243,349281,mobile,canceled,,,,checkout not delayed,,no,,no,1
568267,351546,connect,ended,-19.0,,,checkout not delayed,,no,,no,0
568562,308906,mobile,ended,5.0,,,checkout delayed,,no,,no,0
563214,351467,mobile,ended,49.0,,,checkout delayed,,no,,no,0
563288,368506,mobile,ended,72.0,,,checkout delayed,,no,,no,0
563296,328119,mobile,ended,,,,checkout not delayed,,no,,no,0
563446,371674,mobile,ended,29.0,,,checkout delayed,,no,,no,0
563600,218930,mobile,ended,,,,checkout not delayed,,no,,no,0
563618,405004,mobile,canceled,,,,checkout not delayed,,no,,no,1
563918,245480,mobile,canceled,,,,checkout not delayed,,no,,no,1
564036,387941,mobile,ended,-129.0,,,checkout not delayed,,no,,no,0
564079,277354,mobile,canceled,,,,checkout not delayed,,no,,no,1
564189,362433,connect,canceled,,,,checkout not delayed,,no,,no,1
564311,298429,connect,canceled,,,,checkout not delayed,,no,,no,1
564337,408144,mobile,ended,139.0,,,checkout delayed,,no,,no,0
564529,230201,connect,ended,24.0,,,checkout delayed,,no,,no,0
564541,402209,mobile,ended,102.0,,,checkout delayed,,no,,no,0
564550,371214,connect,ended,-8.0,,,checkout not delayed,,no,,no,0
564572,404393,mobile,canceled,,,,checkout not delayed,,no,,no,1
564596,392169,mobile,ended,,,,checkout not delayed,,no,,no,0
564634,340699,mobile,canceled,,,,checkout not delayed,,no,,no,1
564941,414219,mobile,ended,-36.0,,,checkout not delayed,,no,,no,0
564943,212557,mobile,ended,,,,checkout not delayed,,no,,no,0
564993,291355,mobile,ended,-1575.0,,,checkout not delayed,,no,,no,0
565070,391370,connect,canceled,,,,checkout not delayed,,no,,no,1
565356,349894,connect,ended,31.0,,,checkout delayed,,no,,no,0
565363,301512,mobile,ended,-8.0,,,checkout not delayed,,no,,no,0
565380,355247,mobile,ended,61.0,,,checkout delayed,,no,,no,0
565396,229302,mobile,ended,113.0,,,checkout delayed,,no,,no,0
565422,415434,mobile,ended,,,,checkout not delayed,,no,,no,0
561993,414639,mobile,ended,39.0,,,checkout delayed,,no,,no,0
562142,326069,mobile,canceled,,,,checkout not delayed,,no,,no,1
562318,242923,mobile,ended,90.0,,,checkout delayed,,no,,no,0
562460,356106,connect,ended,18.0,,,checkout delayed,,no,,no,0
562504,370719,mobile,ended,-40.0,,,checkout not delayed,,no,,no,0
562514,272430,connect,ended,-25.0,562848.0,0.0,checkout not delayed,-63.0,no,-63.0,no,0
562568,310490,mobile,canceled,,,,checkout not delayed,,no,,no,1
562586,270706,mobile,canceled,,,,checkout not delayed,,no,,no,1
562748,203279,mobile,ended,161.0,,,checkout delayed,,no,,no,0
562773,378181,mobile,ended,-42.0,,,checkout not delayed,,no,,no,0
562871,220982,connect,ended,,,,checkout not delayed,,no,,no,0
562896,376677,connect,canceled,,563347.0,600.0,checkout not delayed,-212.0,no,-812.0,no,1
562951,389785,connect,ended,7.0,,,checkout delayed,,no,,no,0
563047,368840,mobile,ended,20.0,,,checkout delayed,,no,,no,0
563099,403558,mobile,ended,,,,checkout not delayed,,no,,no,0
563103,403920,mobile,ended,,,,checkout not delayed,,no,,no,0
563251,383720,connect,ended,-33.0,554559.0,720.0,checkout not delayed,19.0,yes,-701.0,no,0
563305,406554,connect,canceled,,561185.0,150.0,checkout not delayed,-5.0,no,-155.0,no,1
563372,289112,connect,ended,58.0,,,checkout delayed,,no,,no,0
563502,340699,mobile,ended,193.0,,,checkout delayed,,no,,no,0
563658,405179,connect,ended,20.0,,,checkout delayed,,no,,no,0
563685,338335,mobile,canceled,,,,checkout not delayed,,no,,no,1
563691,394286,mobile,canceled,,,,checkout not delayed,,no,,no,1
563692,405950,mobile,ended,-197.0,,,checkout not delayed,,no,,no,0
563741,380505,mobile,ended,17.0,,,checkout delayed,,no,,no,0
563805,352039,connect,ended,94.0,,,checkout delayed,,no,,no,0
563920,412104,mobile,ended,92.0,,,checkout delayed,,no,,no,0
563982,348625,mobile,ended,38.0,,,checkout delayed,,no,,no,0
564047,275810,mobile,ended,2.0,,,checkout delayed,,no,,no,0
564167,343149,mobile,ended,-41.0,,,checkout not delayed,,no,,no,0
564182,414421,mobile,ended,38.0,,,checkout delayed,,no,,no,0
564231,342362,connect,ended,-198.0,,,checkout not delayed,,no,,no,0
564314,212099,mobile,ended,69.0,,,checkout delayed,,no,,no,0
564493,387318,mobile,ended,2.0,,,checkout delayed,,no,,no,0
564494,407865,mobile,ended,25.0,,,checkout delayed,,no,,no,0
564559,410255,connect,ended,-260.0,,,checkout not delayed,,no,,no,0
564578,415631,mobile,canceled,,,,checkout not delayed,,no,,no,1
564595,411078,mobile,ended,18.0,,,checkout delayed,,no,,no,0
564686,319605,mobile,ended,16.0,,,checkout delayed,,no,,no,0
564707,393824,mobile,ended,-357.0,,,checkout not delayed,,no,,no,0
564711,342710,connect,ended,41.0,,,checkout delayed,,no,,no,0
564729,297579,mobile,ended,767.0,,,checkout delayed,,no,,no,0
564777,353760,mobile,canceled,,,,checkout not delayed,,no,,no,1
565037,379077,mobile,ended,,,,checkout not delayed,,no,,no,0
565060,164713,mobile,ended,-600.0,,,checkout not delayed,,no,,no,0
565280,398586,connect,ended,-137.0,,,checkout not delayed,,no,,no,0
565331,374360,connect,canceled,,,,checkout not delayed,,no,,no,1
565374,236980,mobile,ended,64.0,,,checkout delayed,,no,,no,0
565390,358711,mobile,ended,72.0,,,checkout delayed,,no,,no,0
565564,409235,mobile,ended,-288.0,,,checkout not delayed,,no,,no,0
565586,270665,mobile,ended,4.0,,,checkout delayed,,no,,no,0
565647,413324,mobile,ended,,,,checkout not delayed,,no,,no,0
565660,403054,mobile,ended,2.0,,,checkout delayed,,no,,no,0
565768,376491,connect,ended,-26.0,,,checkout not delayed,,no,,no,0
565797,189889,mobile,ended,40.0,,,checkout delayed,,no,,no,0
565836,303774,mobile,ended,-159.0,,,checkout not delayed,,no,,no,0
565858,413828,mobile,ended,,,,checkout not delayed,,no,,no,0
565908,342859,mobile,ended,-89.0,,,checkout not delayed,,no,,no,0
565962,402012,mobile,ended,-132.0,,,checkout not delayed,,no,,no,0
566005,316042,mobile,ended,354.0,,,checkout delayed,,no,,no,0
566225,415015,mobile,ended,,,,checkout not delayed,,no,,no,0
566260,287128,mobile,ended,244.0,,,checkout delayed,,no,,no,0
566361,362971,mobile,ended,1324.0,,,checkout delayed,,no,,no,0
566587,264513,mobile,ended,39.0,,,checkout delayed,,no,,no,0
566842,195467,mobile,ended,,,,checkout not delayed,,no,,no,0
566900,414780,mobile,ended,,,,checkout not delayed,,no,,no,0
566975,275932,mobile,ended,82.0,,,checkout delayed,,no,,no,0
566993,415937,mobile,ended,,,,checkout not delayed,,no,,no,0
567045,204152,mobile,ended,7.0,,,checkout delayed,,no,,no,0
567313,285241,connect,ended,-768.0,,,checkout not delayed,,no,,no,0
567378,379092,mobile,ended,10.0,,,checkout delayed,,no,,no,0
567380,397667,mobile,ended,,,,checkout not delayed,,no,,no,0
567444,349259,mobile,canceled,,,,checkout not delayed,,no,,no,1
567472,223850,mobile,canceled,,561253.0,210.0,checkout not delayed,83.0,yes,-127.0,no,1
567496,407694,mobile,ended,108.0,,,checkout delayed,,no,,no,0
567590,340369,connect,ended,-78.0,,,checkout not delayed,,no,,no,0
567626,415813,mobile,ended,167.0,,,checkout delayed,,no,,no,0
567667,305816,connect,ended,1.0,,,checkout delayed,,no,,no,0
567697,409211,mobile,ended,39.0,,,checkout delayed,,no,,no,0
567698,373661,mobile,ended,351.0,,,checkout delayed,,no,,no,0
567702,330679,mobile,ended,,549583.0,0.0,checkout not delayed,39.0,yes,39.0,yes,0
567834,372878,mobile,ended,63.0,,,checkout delayed,,no,,no,0
567875,334835,mobile,ended,43.0,,,checkout delayed,,no,,no,0
568014,413333,mobile,ended,94.0,561744.0,720.0,checkout delayed,-3.0,no,-723.0,no,0
568046,273133,mobile,ended,87.0,,,checkout delayed,,no,,no,0
506336,280534,mobile,ended,-22.0,,,checkout not delayed,,no,,no,0
506395,392813,mobile,ended,-20.0,,,checkout not delayed,,no,,no,0
507666,383962,mobile,ended,-28.0,,,checkout not delayed,,no,,no,0
508682,401775,mobile,ended,17.0,,,checkout delayed,,no,,no,0
508736,399872,mobile,ended,31.0,,,checkout delayed,,no,,no,0
509448,226355,connect,ended,-288.0,,,checkout not delayed,,no,,no,0
512649,336754,mobile,ended,2794.0,,,checkout delayed,,no,,no,0
512767,403275,mobile,ended,133.0,,,checkout delayed,,no,,no,0
513305,175289,connect,ended,69.0,,,checkout delayed,,no,,no,0
515816,357860,connect,ended,-299.0,,,checkout not delayed,,no,,no,0
515843,334355,mobile,ended,-3.0,,,checkout not delayed,,no,,no,0
516041,276924,mobile,ended,-61.0,,,checkout not delayed,,no,,no,0
517356,258042,mobile,canceled,,,,checkout not delayed,,no,,no,1
519066,331903,mobile,ended,51.0,509729.0,210.0,checkout delayed,19.0,yes,-191.0,no,0
519165,269173,mobile,ended,-78.0,,,checkout not delayed,,no,,no,0
519217,384479,mobile,ended,69.0,,,checkout delayed,,no,,no,0
520498,195467,mobile,ended,-2676.0,543363.0,660.0,checkout not delayed,,no,,no,0
521026,402654,mobile,ended,,,,checkout not delayed,,no,,no,0
521437,368917,connect,canceled,,,,checkout not delayed,,no,,no,1
521499,373484,mobile,ended,-75.0,,,checkout not delayed,,no,,no,0
521563,386722,mobile,ended,1560.0,,,checkout delayed,,no,,no,0
522130,401649,connect,ended,7.0,,,checkout delayed,,no,,no,0
522217,180224,mobile,ended,-823.0,,,checkout not delayed,,no,,no,0
