rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_at_checkout,delay_of_previous_client_in_minutes,previous_client_late,delay_of_rental_start_in_minutes,client_rental_start_impacted,state_encoded
565171,410939,connect,ended,-15.0,567442.0,240.0,checkout not delayed,-353.0,no,-593.0,no,0
565227,402664,mobile,ended,29.0,,,checkout delayed,,no,,no,0
565289,414003,mobile,canceled,,,,checkout not delayed,,no,,no,1
565367,404323,mobile,canceled,,,,checkout not delayed,,no,,no,1
565423,387980,mobile,ended,93.0,,,checkout delayed,,no,,no,0
565530,410986,mobile,ended,,,,checkout not delayed,,no,,no,0
565550,377058,mobile,canceled,,,,checkout not delayed,,no,,no,1
565594,378410,mobile,ended,4.0,,,checkout delayed,,no,,no,0
565602,407579,mobile,ended,1.0,,,checkout delayed,,no,,no,0
567896,376079,mobile,ended,52.0,,,checkout delayed,,no,,no,0
567930,413020,mobile,ended,,,,checkout not delayed,,no,,no,0
568054,293992,mobile,ended,1147.0,562269.0,60.0,checkout delayed,,no,,no,0
568209,414406,mobile,ended,-172.0,,,checkout not delayed,,no,,no,0
568281,384000,mobile,ended,-40.0,,,checkout not delayed,,no,,no,0
568349,411523,mobile,ended,-4.0,,,checkout not delayed,,no,,no,0
568373,173598,connect,ended,-750.0,,,checkout not delayed,,no,,no,0
568495,292626,mobile,ended,47.0,,,checkout delayed,,no,,no,0
568539,375126,connect,ended,139.0,566798.0,630.0,checkout delayed,50.0,yes,-580.0,no,0
568567,281915,mobile,ended,-175.0,,,checkout not delayed,,no,,no,0
569145,300505,connect,ended,46.0,560610.0,90.0,checkout delayed,-54.0,no,-144.0,no,0
569162,274949,mobile,canceled,,565577.0,210.0,checkout not delayed,-259.0,no,-469.0,no,1
569182,263298,connect,ended,-9.0,,,checkout not delayed,,no,,no,0
569202,356673,mobile,ended,-23.0,,,checkout not delayed,,no,,no,0
569226,408179,mobile,ended,-130.0,,,checkout not delayed,,no,,no,0
569227,382236,mobile,canceled,,,,checkout not delayed,,no,,no,1
569314,412337,connect,canceled,,,,checkout not delayed,,no,,no,1
569445,346305,mobile,ended,-62.0,560681.0,180.0,checkout not delayed,-21.0,no,-201.0,no,0
569837,413181,mobile,ended,-145.0,,,checkout not delayed,,no,,no,0
569930,403636,mobile,ended,-27.0,,,checkout not delayed,,no,,no,0
570080,356190,mobile,canceled,,,,checkout not delayed,,no,,no,1
570125,409227,mobile,ended,13.0,,,checkout delayed,,no,,no,0
570130,274656,mobile,canceled,,,,checkout not delayed,,no,,no,1
570139,398586,connect,ended,94.0,,,checkout delayed,,no,,no,0
570410,379894,mobile,ended,1564.0,,,checkout delayed,,no,,no,0
570665,413333,mobile,ended,-89.0,,,checkout not delayed,,no,,no,0
571362,227042,mobile,ended,155.0,,,checkout delayed,,no,,no,0
571384,410939,connect,ended,16.0,,,checkout delayed,,no,,no,0
571795,347873,connect,canceled,,,,checkout not delayed,,no,,no,1
571856,416107,mobile,ended,57.0,,,checkout delayed,,no,,no,0
571898,359294,mobile,ended,-82.0,,,checkout not delayed,,no,,no,0
571950,363291,mobile,canceled,,,,checkout not delayed,,no,,no,1
571991,241021,connect,ended,-14.0,,,checkout not delayed,,no,,no,0
572217,357884,mobile,canceled,,,,checkout not delayed,,no,,no,1
572268,398152,connect,ended,-44.0,,,checkout not delayed,,no,,no,0
572455,365148,mobile,ended,-53.0,,,checkout not delayed,,no,,no,0
572853,366164,connect,ended,39.0,569272.0,360.0,checkout delayed,7.0,yes,-353.0,no,0
573167,397188,mobile,ended,-121.0,,,checkout not delayed,,no,,no,0
573283,331714,mobile,ended,-25.0,,,checkout not delayed,,no,,no,0
573762,394286,mobile,ended,-91.0,,,checkout not delayed,,no,,no,0
573895,401475,connect,ended,-62.0,,,checkout not delayed,,no,,no,0
574013,401387,mobile,ended,-514.0,,,checkout not delayed,,no,,no,0
574550,371159,connect,canceled,,,,checkout not delayed,,no,,no,1
574565,176527,mobile,canceled,,,,checkout not delayed,,no,,no,1
574710,318728,connect,ended,16.0,,,checkout delayed,,no,,no,0
575096,361156,mobile,ended,164.0,,,checkout delayed,,no,,no,0
565633,360474,connect,ended,,,,checkout not delayed,,no,,no,0
565698,405881,mobile,ended,-30.0,,,checkout not delayed,,no,,no,0
565760,386413,connect,ended,-2.0,550806.0,0.0,checkout not delayed,-18.0,no,-18.0,no,0
565794,306435,mobile,ended,87.0,,,checkout delayed,,no,,no,0
565845,400468,mobile,canceled,,,,checkout not delayed,,no,,no,1
565872,357005,mobile,ended,62.0,,,checkout delayed,,no,,no,0
566104,240989,mobile,canceled,,,,checkout not delayed,,no,,no,1
559237,333485,mobile,ended,,,,checkout not delayed,,no,,no,0
559239,348302,mobile,canceled,,,,checkout not delayed,,no,,no,1
559283,392241,connect,ended,-3.0,,,checkout not delayed,,no,,no,0
559328,395633,mobile,ended,7.0,,,checkout delayed,,no,,no,0
559368,223550,mobile,ended,9.0,,,checkout delayed,,no,,no,0
559414,331339,connect,canceled,,,,checkout not delayed,,no,,no,1
559415,409083,mobile,ended,-20.0,,,checkout not delayed,,no,,no,0
559517,393373,mobile,ended,262.0,,,checkout delayed,,no,,no,0
559950,380128,mobile,ended,-68.0,557700.0,360.0,checkout not delayed,315.0,yes,-45.0,no,0
559974,406055,mobile,ended,36.0,,,checkout delayed,,no,,no,0
560004,412698,mobile,canceled,,,,checkout not delayed,,no,,no,1
560158,380002,mobile,ended,0.0,,,checkout not delayed,,no,,no,0
560182,288908,connect,ended,2.0,,,checkout delayed,,no,,no,0
560190,394869,mobile,ended,19.0,,,checkout delayed,,no,,no,0
560349,350456,mobile,ended,2631.0,,,checkout delayed,,no,,no,0
560385,373316,mobile,canceled,,,,checkout not delayed,,no,,no,1
560530,295726,connect,ended,-11.0,,,checkout not delayed,,no,,no,0
560578,404420,mobile,ended,222.0,,,checkout delayed,,no,,no,0
560639,373682,mobile,ended,-111.0,,,checkout not delayed,,no,,no,0
560645,397409,mobile,ended,45.0,,,checkout delayed,,no,,no,0
560677,307793,connect,ended,-57.0,,,checkout not delayed,,no,,no,0
560700,330944,mobile,ended,,,,checkout not delayed,,no,,no,0
560794,403443,mobile,ended,-102.0,,,checkout not delayed,,no,,no,0
560812,414801,mobile,ended,,,,checkout not delayed,,no,,no,0
560834,406413,mobile,ended,-13.0,,,checkout not delayed,,no,,no,0
560907,311437,mobile,ended,134.0,,,checkout delayed,,no,,no,0
560923,351258,mobile,ended,525.0,,,checkout delayed,,no,,no,0
560994,297132,mobile,ended,-3.0,,,checkout not delayed,,no,,no,0
561162,295783,connect,ended,74.0,,,checkout delayed,,no,,no,0
561176,326040,mobile,ended,22.0,,,checkout delayed,,no,,no,0
561181,383002,mobile,canceled,,,,checkout not delayed,,no,,no,1
561232,277587,mobile,ended,-47.0,,,checkout not delayed,,no,,no,0
561311,200364,mobile,canceled,,509972.0,480.0,checkout not delayed,-664.0,no,-1144.0,no,1
561344,397385,mobile,ended,1689.0,,,checkout delayed,,no,,no,0
561480,364652,connect,ended,-48.0,564545.0,60.0,checkout not delayed,-90.0,no,-150.0,no,0
561557,349655,mobile,ended,4.0,,,checkout delayed,,no,,no,0
561586,376642,mobile,ended,-53.0,557899.0,630.0,checkout not delayed,-25.0,no,-655.0,no,0
561882,356630,mobile,ended,-19.0,563870.0,0.0,checkout not delayed,-731.0,no,-731.0,no,0
561942,413128,mobile,ended,-22.0,,,checkout not delayed,,no,,no,0
561951,297962,connect,canceled,,,,checkout not delayed,,no,,no,1
562041,381439,mobile,canceled,,,,checkout not delayed,,no,,no,1
562161,307580,mobile,ended,151.0,,,checkout delayed,,no,,no,0
562306,401651,mobile,ended,36.0,,,checkout delayed,,no,,no,0
562334,408613,mobile,canceled,,,,checkout not delayed,,no,,no,1
562506,392368,connect,canceled,,,,checkout not delayed,,no,,no,1
562525,359046,mobile,ended,-43.0,,,checkout not delayed,,no,,no,0
562548,373824,mobile,canceled,,,,checkout not delayed,,no,,no,1
562575,392882,mobile,ended,474.0,,,checkout delayed,,no,,no,0
562599,356540,mobile,ended,,,,checkout not delayed,,no,,no,0
562724,346125,mobile,ended,,,,checkout not delayed,,no,,no,0
562850,398252,mobile,ended,5.0,,,checkout delayed,,no,,no,0
562907,166540,connect,ended,3.0,,,checkout delayed,,no,,no,0
562914,213689,mobile,ended,-30.0,,,checkout not delayed,,no,,no,0
562947,398586,connect,ended,148.0,,,checkout delayed,,no,,no,0
504871,396915,mobile,canceled,,,,checkout not delayed,,no,,no,1
506153,397355,mobile,ended,,,,checkout not delayed,,no,,no,0
506877,267547,mobile,ended,-14.0,,,checkout not delayed,,no,,no,0
507859,222934,mobile,ended,16.0,,,checkout delayed,,no,,no,0
508518,365345,mobile,ended,185.0,,,checkout delayed,,no,,no,0
508666,387993,mobile,ended,18.0,,,checkout delayed,,no,,no,0
509127,347873,connect,ended,77.0,,,checkout delayed,,no,,no,0
509359,245958,mobile,ended,24.0,,,checkout delayed,,no,,no,0
510514,166540,connect,canceled,,,,checkout not delayed,,no,,no,1
511557,348462,mobile,ended,-4.0,,,checkout not delayed,,no,,no,0
512097,319017,mobile,ended,70.0,,,checkout delayed,,no,,no,0
512142,400357,mobile,canceled,,,,checkout not delayed,,no,,no,1
512710,352745,connect,ended,-337.0,,,checkout not delayed,,no,,no,0
513900,409877,mobile,ended,-23.0,,,checkout not delayed,,no,,no,0
513941,388206,mobile,ended,64.0,,,checkout delayed,,no,,no,0
514771,402174,mobile,canceled,,,,checkout not delayed,,no,,no,1
515266,392656,mobile,ended,,,,checkout not delayed,,no,,no,0
515425,384343,mobile,ended,47.0,,,checkout delayed,,no,,no,0
515824,377527,mobile,ended,-13.0,,,checkout not delayed,,no,,no,0
516418,351312,mobile,ended,-25.0,,,checkout not delayed,,no,,no,0
516513,401612,mobile,ended,-58.0,,,checkout not delayed,,no,,no,0
516860,323075,mobile,ended,44.0,,,checkout delayed,,no,,no,0
517656,390927,connect,ended,-111.0,,,checkout not delayed,,no,,no,0
517825,404366,mobile,canceled,,,,checkout not delayed,,no,,no,1
517922,399953,mobile,ended,37.0,,,checkout delayed,,no,,no,0
518241,362299,mobile,ended,219.0,,,checkout delayed,,no,,no,0
518958,403239,mobile,ended,,,,checkout not delayed,,no,,no,0
519190,368657,mobile,ended,-44.0,,,checkout not delayed,,no,,no,0
519198,320567,mobile,ended,37.0,,,checkout delayed,,no,,no,0
519392,336850,connect,ended,-226.0,,,checkout not delayed,,no,,no,0
520398,366786,mobile,ended,45.0,,,checkout delayed,,no,,no,0
520616,352466,mobile,canceled,,,,checkout not delayed,,no,,no,1
520831,400193,mobile,canceled,,,,checkout not delayed,,no,,no,1
522264,404801,mobile,ended,338.0,,,checkout delayed,,no,,no,0
522346,330856,mobile,ended,32.0,,,checkout delayed,,no,,no,0
523237,307777,mobile,ended,100.0,,,checkout delayed,,no,,no,0
523244,383309,mobile,ended,27.0,,,checkout delayed,,no,,no,0
523467,371632,connect,ended,-6.0,,,checkout not delayed,,no,,no,0
523903,388497,mobile,ended,-62.0,,,checkout not delayed,,no,,no,0
524637,348225,mobile,ended,37.0,550539.0,0.0,checkout delayed,-59.0,no,-59.0,no,0
526883,224083,mobile,canceled,,,,checkout not delayed,,no,,no,1
527420,366547,mobile,ended,863.0,,,checkout delayed,,no,,no,0
528109,319866,connect,ended,-942.0,,,checkout not delayed,,no,,no,0
528596,382870,mobile,canceled,,,,checkout not delayed,,no,,no,1
528737,334924,mobile,ended,16.0,,,checkout delayed,,no,,no,0
528841,382250,mobile,ended,-6.0,,,checkout not delayed,,no,,no,0
528870,316667,mobile,ended,35.0,,,checkout delayed,,no,,no,0
529051,381787,connect,ended,-272.0,,,checkout not delayed,,no,,no,0
529255,405687,mobile,canceled,,,,checkout not delayed,,no,,no,1
529546,397257,mobile,ended,83.0,,,checkout delayed,,no,,no,0
530256,396131,mobile,canceled,,,,checkout not delayed,,no,,no,1
530602,400945,mobile,ended,-45.0,,,checkout not delayed,,no,,no,0
530687,377670,connect,ended,721.0,,,checkout delayed,,no,,no,0
530919,282666,mobile,ended,-38.0,,,checkout not delayed,,no,,no,0
531978,355003,mobile,ended,-11.0,,,checkout not delayed,,no,,no,0
566512,349218,mobile,ended,128.0,,,checkout delayed,,no,,no,0
566535,272164,mobile,ended,69.0,,,checkout delayed,,no,,no,0
566773,412645,mobile,canceled,,,,checkout not delayed,,no,,no,1
566924,166949,mobile,ended,,,,checkout not delayed,,no,,no,0
567020,216576,connect,ended,-470.0,563059.0,150.0,checkout not delayed,-24.0,no,-174.0,no,0
567030,392169,mobile,ended,48.0,,,checkout delayed,,no,,no,0
567097,409808,mobile,ended,50.0,,,checkout delayed,,no,,no,0
567197,411791,mobile,canceled,,,,checkout not delayed,,no,,no,1
567325,401088,mobile,ended,21.0,,,checkout delayed,,no,,no,0
567336,359868,mobile,ended,50.0,,,checkout delayed,,no,,no,0
567340,349870,mobile,canceled,,,,checkout not delayed,,no,,no,1
567396,373864,connect,ended,-412.0,,,checkout not delayed,,no,,no,0
567414,276202,mobile,ended,-5.0,,,checkout not delayed,,no,,no,0
567447,334885,mobile,ended,674.0,,,checkout delayed,,no,,no,0
567513,292104,mobile,ended,,,,checkout not delayed,,no,,no,0
567532,357541,mobile,ended,33.0,,,checkout delayed,,no,,no,0
567650,378689,mobile,ended,-1426.0,,,checkout not delayed,,no,,no,0
567684,317572,connect,ended,141.0,,,checkout delayed,,no,,no,0
567716,297962,connect,ended,-8.0,,,checkout not delayed,,no,,no,0
567798,350099,connect,ended,-45.0,,,checkout not delayed,,no,,no,0
567868,380332,mobile,ended,65.0,,,checkout delayed,,no,,no,0
567911,406551,connect,ended,127.0,,,checkout delayed,,no,,no,0
567955,412464,mobile,ended,,,,checkout not delayed,,no,,no,0
568011,385997,mobile,ended,-4.0,,,checkout not delayed,,no,,no,0
568012,408418,mobile,ended,191.0,,,checkout delayed,,no,,no,0
568119,342699,connect,ended,14.0,563443.0,30.0,checkout delayed,-1.0,no,-31.0,no,0
568302,363387,mobile,ended,-56.0,569781.0,450.0,checkout not delayed,-687.0,no,-1137.0,no,0
568364,416141,mobile,canceled,,,,checkout not delayed,,no,,no,1
568474,392776,mobile,ended,42.0,,,checkout delayed,,no,,no,0
568662,387451,mobile,ended,735.0,,,checkout delayed,,no,,no,0
568753,371632,connect,ended,-18.0,,,checkout not delayed,,no,,no,0
568787,319328,mobile,ended,251.0,,,checkout delayed,,no,,no,0
568794,406784,mobile,ended,-95.0,,,checkout not delayed,,no,,no,0
568841,284219,mobile,ended,-73.0,,,checkout not delayed,,no,,no,0
508070,338864,mobile,ended,15.0,,,checkout delayed,,no,,no,0
510290,352663,mobile,ended,740.0,,,checkout delayed,,no,,no,0
512124,391956,mobile,ended,7.0,,,checkout delayed,,no,,no,0
512400,385391,connect,ended,-120.0,,,checkout not delayed,,no,,no,0
513630,398219,mobile,ended,21.0,,,checkout delayed,,no,,no,0
513875,324406,mobile,ended,-355.0,,,checkout not delayed,,no,,no,0
513982,166540,connect,ended,-21.0,,,checkout not delayed,,no,,no,0
515626,324197,mobile,ended,62.0,525338.0,210.0,checkout delayed,19.0,yes,-191.0,no,0
515855,400293,mobile,ended,-83.0,540635.0,570.0,checkout not delayed,,no,,no,0
516831,340980,mobile,ended,-78.0,,,checkout not delayed,,no,,no,0
517075,394928,connect,canceled,,,,checkout not delayed,,no,,no,1
517126,368759,mobile,ended,2.0,,,checkout delayed,,no,,no,0
517688,366371,connect,ended,-245.0,539108.0,0.0,checkout not delayed,-39.0,no,-39.0,no,0
517737,350603,mobile,ended,35.0,,,checkout delayed,,no,,no,0
518497,348178,mobile,ended,-3.0,,,checkout not delayed,,no,,no,0
518580,345080,connect,ended,88.0,,,checkout delayed,,no,,no,0
518915,393444,mobile,ended,26.0,,,checkout delayed,,no,,no,0
519132,180467,mobile,ended,163.0,,,checkout delayed,,no,,no,0
519658,336498,mobile,ended,1.0,,,checkout delayed,,no,,no,0
519966,274476,mobile,ended,536.0,,,checkout delayed,,no,,no,0
521451,203887,mobile,ended,75.0,,,checkout delayed,,no,,no,0
521589,269750,mobile,ended,205.0,,,checkout delayed,,no,,no,0
522444,273565,mobile,ended,5406.0,,,checkout delayed,,no,,no,0
522559,322926,mobile,ended,19.0,,,checkout delayed,,no,,no,0
522712,316860,mobile,ended,-2501.0,,,checkout not delayed,,no,,no,0
522740,398063,mobile,ended,12.0,,,checkout delayed,,no,,no,0
522821,366981,connect,canceled,,,,checkout not delayed,,no,,no,1
523928,402822,connect,ended,79.0,,,checkout delayed,,no,,no,0
524141,245730,mobile,ended,-6.0,,,checkout not delayed,,no,,no,0
525650,402466,mobile,ended,-161.0,,,checkout not delayed,,no,,no,0
525787,372809,connect,ended,10.0,561211.0,600.0,checkout delayed,-134.0,no,-734.0,no,0
526660,367632,connect,canceled,,563613.0,720.0,checkout not delayed,11.0,yes,-709.0,no,1
526717,352171,mobile,ended,8.0,,,checkout delayed,,no,,no,0
527519,339189,mobile,ended,137.0,,,checkout delayed,,no,,no,0
528140,211548,mobile,ended,2542.0,,,checkout delayed,,no,,no,0
528361,404428,mobile,ended,27.0,,,checkout delayed,,no,,no,0
528728,283714,mobile,ended,7.0,,,checkout delayed,,no,,no,0
529189,312545,connect,ended,30.0,,,checkout delayed,,no,,no,0
529404,404435,mobile,ended,53.0,,,checkout delayed,,no,,no,0
529556,341840,mobile,ended,-580.0,,,checkout not delayed,,no,,no,0
529626,324821,connect,ended,66.0,537033.0,720.0,checkout delayed,8.0,yes,-712.0,no,0
529718,331417,mobile,ended,-253.0,,,checkout not delayed,,no,,no,0
530707,320524,mobile,ended,-2869.0,,,checkout not delayed,,no,,no,0
530746,406081,mobile,ended,44.0,,,checkout delayed,,no,,no,0
530799,407101,mobile,ended,-25.0,,,checkout not delayed,,no,,no,0
531029,271977,mobile,ended,0.0,,,checkout not delayed,,no,,no,0
531242,396984,mobile,ended,35.0,,,checkout delayed,,no,,no,0
532075,303379,mobile,ended,-126.0,,,checkout not delayed,,no,,no,0
532156,369483,mobile,ended,152.0,,,checkout delayed,,no,,no,0
532230,400976,mobile,ended,-37.0,,,checkout not delayed,,no,,no,0
532494,388253,mobile,canceled,,,,checkout not delayed,,no,,no,1
532543,397470,mobile,ended,-5.0,537576.0,150.0,checkout not delayed,18.0,yes,-132.0,no,0
532571,371242,mobile,ended,69.0,,,checkout delayed,,no,,no,0
532785,349678,connect,canceled,,,,checkout not delayed,,no,,no,1
532843,383443,connect,canceled,,,,checkout not delayed,,no,,no,1
532889,360418,mobile,ended,-120.0,,,checkout not delayed,,no,,no,0
532994,340868,connect,ended,-59.0,,,checkout not delayed,,no,,no,0
532998,325507,mobile,ended,116.0,,,checkout delayed,,no,,no,0
533123,374197,mobile,ended,422.0,,,checkout delayed,,no,,no,0
533164,367302,connect,ended,18.0,,,checkout delayed,,no,,no,0
533299,371841,mobile,ended,-121.0,,,checkout not delayed,,no,,no,0
533304,390900,mobile,canceled,,,,checkout not delayed,,no,,no,1
533649,283016,mobile,ended,34.0,,,checkout delayed,,no,,no,0
533710,407368,mobile,ended,-33.0,,,checkout not delayed,,no,,no,0
533750,383392,mobile,ended,5.0,,,checkout delayed,,no,,no,0
533753,305876,mobile,ended,25.0,,,checkout delayed,,no,,no,0
569030,401542,mobile,ended,,564977.0,480.0,checkout not delayed,19.0,yes,-461.0,no,0
569082,377312,mobile,canceled,,,,checkout not delayed,,no,,no,1
569113,190915,mobile,ended,208.0,,,checkout delayed,,no,,no,0
569318,380455,mobile,ended,,,,checkout not delayed,,no,,no,0
569557,411810,mobile,ended,,,,checkout not delayed,,no,,no,0
569694,385391,connect,ended,37.0,,,checkout delayed,,no,,no,0
569772,389451,mobile,ended,,,,checkout not delayed,,no,,no,0
569840,289499,mobile,ended,48.0,,,checkout delayed,,no,,no,0
570062,367007,mobile,ended,,,,checkout not delayed,,no,,no,0
570343,389599,mobile,canceled,,,,checkout not delayed,,no,,no,1
505107,359730,mobile,ended,-35.0,,,checkout not delayed,,no,,no,0
505138,359257,mobile,ended,73.0,,,checkout delayed,,no,,no,0
505301,400176,mobile,canceled,,,,checkout not delayed,,no,,no,1
505382,393188,mobile,ended,18.0,,,checkout delayed,,no,,no,0
506194,370420,mobile,ended,21.0,,,checkout delayed,,no,,no,0
506400,316717,mobile,canceled,,,,checkout not delayed,,no,,no,1
507779,210842,mobile,ended,,,,checkout not delayed,,no,,no,0
509463,339189,connect,ended,75.0,527519.0,360.0,checkout delayed,137.0,yes,-223.0,no,0
509575,319886,connect,ended,45.0,,,checkout delayed,,no,,no,0
510412,371651,mobile,ended,11.0,,,checkout delayed,,no,,no,0
511276,392151,mobile,ended,27.0,,,checkout delayed,,no,,no,0
511425,351146,mobile,ended,26.0,555546.0,90.0,checkout delayed,2.0,yes,-88.0,no,0
512729,224111,mobile,ended,-49.0,,,checkout not delayed,,no,,no,0
513104,396552,mobile,ended,23.0,535313.0,720.0,checkout delayed,23.0,yes,-697.0,no,0
514679,267672,connect,canceled,,,,checkout not delayed,,no,,no,1
514952,265239,connect,canceled,,,,checkout not delayed,,no,,no,1
515187,289897,mobile,canceled,,,,checkout not delayed,,no,,no,1
515743,405347,mobile,ended,-125.0,,,checkout not delayed,,no,,no,0
516858,328135,connect,ended,-6.0,,,checkout not delayed,,no,,no,0
516934,393444,mobile,ended,53.0,,,checkout delayed,,no,,no,0
516958,240797,mobile,canceled,,,,checkout not delayed,,no,,no,1
517157,386943,mobile,ended,41.0,,,checkout delayed,,no,,no,0
517991,397207,mobile,ended,266.0,,,checkout delayed,,no,,no,0
519930,364530,mobile,canceled,,,,checkout not delayed,,no,,no,1
520727,404203,mobile,ended,-39.0,,,checkout not delayed,,no,,no,0
521058,359045,connect,ended,-36.0,,,checkout not delayed,,no,,no,0
521717,213362,mobile,canceled,,,,checkout not delayed,,no,,no,1
522848,361156,mobile,ended,-5.0,,,checkout not delayed,,no,,no,0
523247,379181,mobile,ended,-8.0,,,checkout not delayed,,no,,no,0
523429,324315,mobile,ended,-37.0,,,checkout not delayed,,no,,no,0
523766,350121,mobile,ended,44.0,,,checkout delayed,,no,,no,0
523955,339138,connect,ended,5.0,,,checkout delayed,,no,,no,0
524355,385972,mobile,ended,1.0,548080.0,660.0,checkout delayed,34.0,yes,-626.0,no,0
524378,298356,connect,ended,-126.0,,,checkout not delayed,,no,,no,0
524893,360418,mobile,ended,0.0,,,checkout not delayed,,no,,no,0
525170,374160,mobile,ended,27.0,,,checkout delayed,,no,,no,0
525214,333460,mobile,canceled,,,,checkout not delayed,,no,,no,1
526291,377223,mobile,ended,51.0,,,checkout delayed,,no,,no,0
526712,305952,mobile,ended,-11.0,,,checkout not delayed,,no,,no,0
526797,295860,mobile,canceled,,,,checkout not delayed,,no,,no,1
526927,404791,mobile,ended,44.0,,,checkout delayed,,no,,no,0
526980,359705,mobile,ended,-30.0,,,checkout not delayed,,no,,no,0
527261,290127,mobile,ended,13.0,,,checkout delayed,,no,,no,0
527686,350502,connect,ended,-23.0,,,checkout not delayed,,no,,no,0
527974,367632,connect,ended,8.0,,,checkout delayed,,no,,no,0
528062,376369,mobile,ended,-19.0,,,checkout not delayed,,no,,no,0
528584,376109,mobile,ended,-713.0,,,checkout not delayed,,no,,no,0
529043,193354,mobile,ended,-9.0,,,checkout not delayed,,no,,no,0
529272,284329,mobile,ended,-55.0,,,checkout not delayed,,no,,no,0
529389,398697,mobile,canceled,,,,checkout not delayed,,no,,no,1
530246,198687,mobile,ended,-44.0,,,checkout not delayed,,no,,no,0
530435,402882,mobile,canceled,,,,checkout not delayed,,no,,no,1
530560,367531,mobile,ended,-4.0,,,checkout not delayed,,no,,no,0
531176,384468,mobile,canceled,,,,checkout not delayed,,no,,no,1
531539,383225,mobile,ended,-56.0,,,checkout not delayed,,no,,no,0
531793,393799,mobile,ended,39.0,,,checkout delayed,,no,,no,0
531989,353375,mobile,ended,9.0,,,checkout delayed,,no,,no,0
532043,374290,mobile,ended,101.0,,,checkout delayed,,no,,no,0
532146,350688,connect,canceled,,,,checkout not delayed,,no,,no,1
532574,405481,mobile,ended,-11.0,,,checkout not delayed,,no,,no,0
532597,377209,mobile,canceled,,,,checkout not delayed,,no,,no,1
532690,406408,mobile,ended,-60.0,,,checkout not delayed,,no,,no,0
532737,402655,mobile,ended,-106.0,,,checkout not delayed,,no,,no,0
532860,355509,mobile,ended,1069.0,,,checkout delayed,,no,,no,0
533203,356607,mobile,canceled,,,,checkout not delayed,,no,,no,1
533627,197874,mobile,ended,123.0,,,checkout delayed,,no,,no,0
533816,397363,mobile,ended,,,,checkout not delayed,,no,,no,0
534067,345701,mobile,ended,217.0,,,checkout delayed,,no,,no,0
534073,241021,connect,ended,283.0,,,checkout delayed,,no,,no,0
534264,371451,mobile,ended,-25.0,,,checkout not delayed,,no,,no,0
534332,401077,mobile,ended,44.0,,,checkout delayed,,no,,no,0
534543,276197,mobile,ended,-24.0,,,checkout not delayed,,no,,no,0
534567,326040,mobile,ended,277.0,,,checkout delayed,,no,,no,0
534761,159536,mobile,ended,1303.0,,,checkout delayed,,no,,no,0
534781,408406,mobile,ended,-11.0,,,checkout not delayed,,no,,no,0
535059,391287,mobile,ended,1318.0,,,checkout delayed,,no,,no,0
535067,234356,mobile,ended,,,,checkout not delayed,,no,,no,0
535093,408546,mobile,ended,6.0,,,checkout delayed,,no,,no,0
535109,333797,mobile,canceled,,,,checkout not delayed,,no,,no,1
535345,403430,mobile,ended,-13.0,,,checkout not delayed,,no,,no,0
535346,385453,mobile,ended,,,,checkout not delayed,,no,,no,0
535362,300005,mobile,ended,35.0,,,checkout delayed,,no,,no,0
535374,199243,mobile,ended,296.0,,,checkout delayed,,no,,no,0
535431,378847,mobile,ended,65.0,,,checkout delayed,,no,,no,0
535469,356481,mobile,canceled,,,,checkout not delayed,,no,,no,1
535490,341484,mobile,ended,-20.0,,,checkout not delayed,,no,,no,0
535592,364783,mobile,ended,,,,checkout not delayed,,no,,no,0
535721,320907,mobile,ended,-653.0,,,checkout not delayed,,no,,no,0
535767,332254,mobile,canceled,,,,checkout not delayed,,no,,no,1
535796,406475,mobile,ended,-26.0,,,checkout not delayed,,no,,no,0
535860,398816,mobile,ended,79.0,,,checkout delayed,,no,,no,0
535962,342053,mobile,ended,81.0,,,checkout delayed,,no,,no,0
536038,390702,connect,ended,37.0,554652.0,660.0,checkout delayed,-24.0,no,-684.0,no,0
536246,325139,mobile,ended,-86.0,,,checkout not delayed,,no,,no,0
536298,291856,connect,ended,-318.0,,,checkout not delayed,,no,,no,0
536371,245767,mobile,ended,-367.0,,,checkout not delayed,,no,,no,0
536401,374989,mobile,ended,105.0,,,checkout delayed,,no,,no,0
536421,352966,mobile,canceled,,,,checkout not delayed,,no,,no,1
536509,281116,mobile,ended,-79.0,529888.0,180.0,checkout not delayed,169.0,yes,-11.0,no,0
536668,388493,mobile,canceled,,,,checkout not delayed,,no,,no,1
536701,332588,connect,ended,-58.0,,,checkout not delayed,,no,,no,0
536798,394781,mobile,ended,-38.0,,,checkout not delayed,,no,,no,0
536858,384657,connect,canceled,,,,checkout not delayed,,no,,no,1
536871,406563,mobile,ended,437.0,,,checkout delayed,,no,,no,0
536943,407296,mobile,ended,-655.0,,,checkout not delayed,,no,,no,0
537133,340868,connect,ended,24.0,532994.0,60.0,checkout delayed,-59.0,no,-119.0,no,0
537201,282952,mobile,ended,22.0,,,checkout delayed,,no,,no,0
537214,404648,mobile,ended,82.0,,,checkout delayed,,no,,no,0
537231,375621,connect,ended,-14.0,,,checkout not delayed,,no,,no,0
537257,364236,mobile,ended,-61.0,,,checkout not delayed,,no,,no,0
566971,190171,mobile,ended,1631.0,,,checkout delayed,,no,,no,0
